item_id,item_material,item_num,item_length,item_width,item_order
177,YSH-0215S,1,488,78,352
178,YSH-0218S,1,881,315,231
179,YSH-0218S,1,419,306,137
180,YSH-0215S,1,631,212.5,401
181,YSH-0218S,1,454.5,275,326
182,HT9-0215S,1,455.5,132.5,72
183,YSH-0218SD,1,851,58,231
184,NSLH-0218S,1,846.5,579,373
185,HT9-0215S,1,300,439,147
186,YSH-0218S,1,1396,289,401
187,YSH-0215S,1,238,238,401
188,HT9-0215S,1,438,118,106
189,YSH-0218SD,1,1454.5,390,105
190,YSH-0218SD,1,355,58,393
191,YSH-0218S,1,1018,380,303
192,YSH-0218S,1,2084,358,326
193,ZZL-0218S,1,451,360,352
194,YSH-0218SD,1,1458,830,105
195,PGBL-0418S,1,642.5,374,380
196,YSH-0218S,1,2398,38,266
197,YDH-0218S,1,481,148,92
198,YSH-0218S,1,875.5,352,133
199,HT9-0218S,1,1918,148,396
200,HT9-0218S,1,1708,58,130
201,HT9-0218S,1,1898,38,124
202,YSH-0218SD,1,659,84,314
203,YSH-0218S,1,778,541,138
204,YSH-0218SD,1,971,520,143
205,YSH-0215S,1,750,389,139
206,HT9-0218S,1,2376,397,150
207,HT9-0218S,1,1160,537,132
208,HT9-0218S,1,2343,560,147
209,HT9-0218S,1,928,379,380
210,YSH-0215S,1,388,118,141
212,HT9-0218S,1,342,397,380
213,YSH-0218S,1,449,542,91
214,HT9-0215S,1,338,158,391
215,YSH-0215S,1,951,448,352
216,NSLH-0218S,1,544,247,67
217,YSH-0218S,1,1998,558,91
218,YSH-0218S,1,1998,558,91
219,HT9-0215S,1,338,158,157
220,HT9-0218S,1,1864,427.5,73
222,YSH-0215S,1,439.5,335,326
223,NSLH-0218S,1,1494,495,267
224,YSH-0215S,1,1829.5,855,180
225,MNH-0218S,1,323,378,135
226,YSH-0215S,1,537.5,52.5,135
227,YSH-0215S,1,288,238,137
228,YSH-0218SD,1,362,539,394
229,HT9-0215S,1,438,118,106
230,YSH-0215S,1,365,92.5,136
231,YSH-0218S,1,1998,528,141
232,NSLH-0218S,1,1498,430,267
233,YSH-0215S,1,1829.5,410,180
234,MNH-0215S,1,305,524,135
235,HT9-0218S,1,538,530,124
236,YSH-0218S,1,1093,38,304
237,YSH-0218SD,1,572,58,105
238,YSH-0215S,1,514,389,355
239,YSH-0218S,1,559,467,91
241,YSH-0218S,1,846,560,210
242,HT9-0218S,1,700,58,397
243,YSH-0218S,1,846,579,210
244,YSH-0218SD,1,1423,58,138
245,NSLH-0218S,1,818,296.5,375
246,GDMY-0218S,1,490,578,36
247,YSH-0218S,1,272,327,182
248,YSH-0218S,1,736,308,182
249,YSH-0218S,1,393,328,179
250,HT9-0218S,1,811.5,286,132
251,YSH-0218SD,1,555,78,104
252,HT9-0218S,1,375,48,201
253,YSH-0215S,1,138,568,93
254,YSH-0218S,1,1934,469.5,91
255,YSH-0218S,1,998,38,137
256,YSH-0218S,1,2088,558,25
257,YSH-0218S,1,881,315,231
258,HT9-0218S,1,241.5,327,321
260,YSH-0215S,1,338,158,394
261,MNH-0218S,1,1762,349,137
262,YSH-0218S,1,736,347,182
263,NJHL-0218S,1,482,829.5,13
264,YSH-0215S,1,910,882,231
265,NSLH-0218S,1,438,580,374
266,YSH-0218S,1,747,758,393
267,YSH-0215S,1,2281,362,394
268,YSH-0218S,1,153.1,792,140
269,YSH-0215S,1,438,158,210
270,YSH-0218S,1,288.5,295,126
271,NSLH-0218S,1,2208,58,373
272,XMJQ-0218S,1,571,38,126
273,HT9-0218S,1,859,58,147
275,YSH-0218S,1,736,347,182
276,YSH-0218S,1,493,205,394
277,YSH-0218S,1,988,380,352
278,YSH-0218S,1,693,204,221
279,HT9-0218S,1,871,58,124
280,HT9-0218S,1,980,578,397
281,YSH-0218S,1,552,328,204
282,YSH-0218S,1,588,68,204
283,HT9-0215S,1,338,198,62
284,YSH-0218S,1,634.5,427,355
285,YSH-0218S,1,736,294.5,182
286,YSH-0215S,1,851,489,42
287,HT9-0218S,1,498,448,149
288,YSH-0215S,1,361,801,140
289,HT9-0218S,1,835,560,74
290,HT9-0218S,1,344,48,147
291,YSH-0215S,1,238,238,401
292,YSH-0218SD,1,394,58,136
293,HT9-0218S,1,1252,459.5,201
294,HT9-0218S,1,426,380,380
296,YSH-0218SD,1,736,58,182
297,YSH-0218S,1,462,379,27
298,YSH-0218S,1,542.5,437,210
299,YSH-0215S,1,948,662,25
300,YSH-0218SD,1,2054,58,104
301,YSH-0218S,1,725,328,204
302,YSH-0218S,1,2384,368,180
303,MNH-0215S,1,697.5,348,326
304,YSH-0218S,1,2398,38,27
305,YDH-0218S,1,482,58,92
306,YSH-0215S,1,438,78,314
307,YSH-0218S,1,521,540,326
308,YSH-0218SD,1,272,58,182
309,YSH-0218S,1,462,379,27
310,NJHL-0218S,1,479,432,27
311,NSLH-0218S,1,2112,578,267
312,YSH-0218SD,1,1764,58,139
313,YSH-0218S,1,512,245,138
314,YSH-0218S,1,2274,414.2,132
315,YSH-0218S,1,643,427.5,400
316,MNH-0218S,1,1144,395,126
317,YSH-0218S,1,592,133.5,93
319,YSH-0218SD,1,440,58,210
320,HT9-0218S,1,527.5,208.5,72
321,HT9-0218S,1,195,327,72
322,YSH-0215S,1,353.5,870,137
323,YSH-0218S,1,728,290,401
324,YSH-0218S,1,560,495,91
325,YSH-0218S,1,1036,380,27
326,YSH-0218S,1,1036,380,27
327,HT9-0218S,1,2136,580,278
328,HT9-0218S,1,2398,338,224
329,YSH-0218S,1,272,274.5,182
330,YSH-0218S,1,456,472,141
331,XXB-0215S,1,438,118,373
332,YSH-0218S,1,522,460,27
333,YSH-0218S,1,419,306,137
334,YSH-0218S,1,381,577,142
335,HT9-0215S,1,559.5,92.5,396
336,YSH-0218S,1,384,308,179
337,YSH-0215S,1,2261,402,13
338,HT9-0215S,1,2251,980,316
339,MNH-0218S,1,306,348,137
340,HT9-0218S,1,1913,38,354
341,HT9-0218S,1,721,360,380
342,YSH-0218S,1,462,379,27
343,HT9-0218S,1,362,360,380
344,HT9-0215S,1,348,118,187
345,YSH-0218S,1,753,535,92
346,YSH-0218S,1,827.5,456,91
347,HT9-0225S,1,1098,398,61
348,YSH-0218S,1,548,38,137
349,HT9-0215S,1,2241,675,150
350,YSH-0225S,1,1021,328,182
351,YSH-0218S,1,961,929.5,266
352,HT9-0218S,1,746,559,128
353,YSH-0218S,1,461,559.5,13
354,HT9-0215S,1,488,78,132
355,HT9-0215S,1,2246,424,147
356,YMH-0218S,1,2279,439,147
357,NSLH-0215S,1,618,462,267
358,YSH-0215S,1,458,398,299
359,YSH-0218S,1,1796,38,36
360,YSH-0218S,1,2298,398,263
361,YSH-0218SD,1,2260,58,263
362,YSH-0218SD,1,1458,830,105
363,HT9-0215S,1,1145.5,966,395
364,YSH-0215S,1,540,132.5,326
365,HT9-0218S,1,160,582,132
366,HT9-0218S,1,484,308,147
367,JH-0215S,1,387.5,349,182
368,HT9-0218S,1,871,58,124
369,HT9-0218S,1,2343,560,147
370,HT9-0218S,1,463,344,147
371,YSH-0218S,1,457,521,141
372,NSLH-0215S,1,301.5,450.5,376
374,YSH-0215S,1,488,158,393
376,YSH-0218S,1,693,205,221
377,HT9-0215S,1,463,172.5,61
378,YSH-0218S,1,892,522.5,42
379,YSH-0215S,1,454,402,315
380,YSH-0215S,1,238,78,135
381,YSH-0218S,1,917,270,401
382,QKQ-0218S,1,1741.5,382.5,128
383,YSH-0218S,1,647,58,138
384,YSH-0218S,1,1692,375,400
385,HT9-0218S,1,928,379,380
386,YSH-0215S,1,338,78,83
387,YSH-0215S,1,338,158,180
388,YDBS-0218S,1,1234,750,194
391,YSH-0218SD,1,597.5,530,266
392,XXB-0218S,1,1934,432.8,373
393,YSH-0215S,1,488,118,394
394,YSH-0215S,1,438,78,314
395,YSH-0215S,1,1226,882,231
396,YSH-0215S,1,488,198,42
397,YSH-0215S,1,580,380,266
398,YSH-0218S,1,374,38,126
399,YSH-0218S,1,941,542,91
401,MNH-0218S,1,305,377,135
402,HT9-0218S,1,841,489,149
403,YSH-0218SD,1,2282,450,392
404,YSH-0218S,1,551,328,204
405,YSH-0218SD,1,400,58,352
406,YDH-0218S,1,1998,168,92
407,NSLH-0218S,1,1462,186.5,267
408,YSH-0218SD,1,598,77,326
409,YSH-0218S,1,1036,380,27
410,HT9-0215S,1,479.5,836,74
411,YSH-0218S,1,362,408,352
412,HT9-0215S,1,630,404,201
413,HT9-0218S,1,2398,398,380
414,YSH-0218S,1,777,525,141
415,YSH-0218S,1,647,404,393
416,YSH-0218SD,1,402,58,315
417,HT9-0218S,1,861,58,106
418,YSH-0218S,1,1162,525,25
419,YSH-0218S,1,404,48,326
420,YSH-0215S,1,1991,677,25
421,YSH-0218S,1,1025.5,480,303
422,HT9-0215S,1,447,132.5,72
423,HT9-0218S,1,700,374.9,397
424,HT9-0218S,1,700,376,397
425,YSH-0215S,1,632,389,266
426,YSH-0215S,1,768.5,552,144
427,HT9-0215S,1,2001,871,124
428,YSH-0218S,1,647,540,138
429,YSH-0218S,1,962,557,91
430,YSH-0218S,1,393,328,179
431,YSH-0218S,1,2398,38,13
432,HT9-0218S,1,740,388,187
433,HT9-0218S,1,426,380,380
434,HT9-0218S,1,424,559,147
435,HT9-0218S,1,585,38,149
436,PBWS-0418S,1,297,597,400
437,YSH-0218SD,1,771,58,141
438,YSH-0218S,1,2038,523,143
439,YSH-0218S,1,451,510,266
440,HT9-0218S,1,762,58,278
441,YSH-0218S,1,2034,445,124
442,HT9-0218S,1,1975,128,151
443,HT9-0218S,1,1155,128,151
444,YDH-0218S,1,556.5,168,92
445,YSH-0218S,1,492,220,394
446,HT9-0218S,1,389,446,380
447,YSH-0218S,1,2384,434,180
448,HT9-0218S,1,877,292,354
449,HT9-0218S,1,1928,580,74
450,HT9-0215S,1,299,92.5,147
451,YSH-0215S,1,338,78,400
452,YSH-0218S,1,736.5,426.3,136
453,YSH-0218S,1,876,306,137
454,YSH-0218S,1,2045,348,182
455,YSH-0218S,1,498,530,352
456,YDH-0218S,1,883,277.5,91
457,HT9-0218S,1,836,579,73
458,HT9-0218S,1,413.5,579,74
459,FMB-0218S,1,660,427,221
460,YSH-0215S,1,488,78,352
461,HT9-0218S,1,538,530,124
462,YSH-0218S,1,827.5,456,91
463,YSH-0218S,1,353.5,324,137
465,YDH-0215S,1,438,78,91
466,HT9-0218S,1,1159,492.5,395
467,YSH-0218SD,1,595,440,266
468,HT9-0218S,1,498,580,74
469,HT9-0218S,1,538,154.5,132
470,HT9-0218S,1,934,358,380
471,XMJQ-0225S,1,699,478,83
472,YSH-0218S,1,1848,558,180
473,XXB-0218S,1,598,38,27
474,YSH-0218S,1,598,558,194
475,YSH-0215S,1,288,118,182
476,HT9-0218S,1,836,579,73
477,ZZL-0218S,1,998,380,352
478,HT9-0218S,1,527.5,208.5,72
479,HT9-0218S,1,1560,307,72
480,HT9-0218S,1,2360,377,62
481,YSH-0218S,1,2045,558,194
482,XMJQ-0218S,1,578,38,126
483,YSH-0218S,1,518,48,13
484,YSH-0215S,1,288,158,179
485,HT9-0218S,1,160,581,132
486,NSLH-0218S,1,765,308,378
487,HT9-0218S,1,427,344,147
488,XXB-0218S,1,404.5,423.5,201
490,YSH-0218S,1,404,48,393
491,YSH-0218S,1,219,268,194
492,NSLH-0218S,1,2086,58,377
493,HT9-0215S,1,685,132.5,391
494,YSH-0215S,1,454,132.5,210
495,YSH-0218S,1,988,380,352
496,YSH-0218S,1,897,380,304
497,HT9-0218S,1,1860,58,321
498,NSLH-0218S,1,2188,98,373
499,MNH-0218S,1,306,348,137
500,YSH-0218S,1,2045,348,182
501,HT9-0218S,1,430,488,149
502,YSH-0218S,1,622,528,314
503,YSH-0218S,1,298,378,401
504,YSH-0218S,1,790,577,142
505,YSH-0218SD,1,621,78,91
506,YSH-0218S,1,1860,561,91
507,YSH-0218S,1,785.5,486,139
508,HT9-0218S,1,363.5,376,396
509,YSH-0218S,1,829,548,299
510,YSH-0218S,1,338,504.5,194
511,YSH-0215S,1,338,158,394
512,HT9-0218S,1,455,376,157
513,YSH-0218S,1,546,580,210
514,YSH-0215S,1,632,389,266
515,XXB-0218S,1,1969,384,374
516,YSH-0218SD,1,1961,555,104
517,YSH-0218S,1,404,48,393
518,YSH-0218S,1,354,758,393
519,YSH-0218SD,1,2163,58,299
520,YSH-0218S,1,371.5,325,137
521,HT9-0218S,1,861,575,106
522,YSH-0218S,1,1221.5,426.3,136
523,HT9-0218S,1,1918,398,396
524,YSH-0218SD,1,821,567,299
525,XXB-0215S,1,388,118,201
526,HT9-0218S,1,502,288,132
527,ZYF-0218S,1,1808,560,314
528,YSH-0218S,1,201,48,315
529,NSLH-0218S,1,786,558,67
530,HT9-0218S,1,608,275,354
531,HT9-0218S,1,2318,377,397
532,YSH-0215S,1,1328,198,352
533,NSLH-0218S,1,438,580,374
534,YSH-0215S,1,2098,471,314
535,XXB-0218S,1,1934,432.8,373
536,XXB-0218S,1,598,480,27
537,HT9-0218S,1,372,154.5,132
538,GDMY-0215S,1,2051,491,36
539,YSH-0215S,1,1439.5,752,105
540,HT9-0218S,1,1410,58,380
541,YSH-0218S,1,846,560,210
542,NSLH-0218S,1,1494,495,267
543,XMJQ-0218S,1,558,377,83
544,YSH-0218S,1,272,327,182
545,HT9-0215S,1,519,339,62
546,YSH-0218SD,1,380,62,352
547,YSH-0215S,1,767,92.5,263
548,YSH-0218S,1,846,579,210
549,HT9-0218S,1,498,580,73
550,YSH-0218S,1,2394,437,210
551,HT9-0218S,1,2303,589,130
552,HT9-0218S,1,498,580,74
553,HT9-0218S,1,385,58,291
554,YSH-0215S,1,385,489,36
555,YSH-0218SD,1,971,520,143
556,NSLH-0218S,1,2098,598,267
557,YSH-0218SD,1,2144,485,266
558,HT9-0218S,1,552,277,187
559,PKQL-0418S,1,2312,429.2,106
560,HT9-0218S,1,505,38,132
561,HT9-0218S,1,344,48,147
562,YMH-0218S,1,2279,439,147
563,YSH-0215S,1,251,439,104
564,YSH-0218S,1,341,360,400
565,YSH-0215S,1,789,172.5,210
566,JH-0218S,1,996,458,182
567,YSH-0215S,1,2225.5,424,210
568,YSH-0215S,1,338,118,263
569,YSH-0215S,1,385,489,36
570,YSH-0218S,1,1438,38,394
571,HT9-0218S,1,762,579,278
572,HT9-0215S,1,1531,742,391
573,YSH-0218SD,1,762,58,104
574,HT9-0215S,1,706,339,391
575,YSH-0218S,1,647,404,393
576,YSH-0218S,1,341,270,401
577,PBWS-0418S,1,1747,397,400
578,YSH-0218S,1,143.5,356,400
579,XXB-0218S,1,1608,38,27
580,YSH-0218S,1,861,307.5,137
581,YSH-0218S,1,606,378,400
582,YSH-0218S,1,761,295,126
583,YSH-0218S,1,2335.5,434.5,149
584,HT9-0218S,1,500,317,224
585,YSH-0215S,1,676,339,180
586,YSH-0218SD,1,988,58,180
587,HT9-0215S,1,338,198,62
588,HT9-0218S,1,836,58,73
589,YSH-0218SD,1,762,537,104
590,YSH-0215S,1,492.5,371,25
591,YSH-0218S,1,932,379,303
592,ZZL-0215S,1,1579.5,452,352
593,HT9-0215S,1,447,132.5,72
594,YSH-0218S,1,1018,380,303
595,YSH-0218S,1,345,439,180
596,YSH-0218S,1,410,538,180
597,HT9-0215S,1,141,570,132
598,SRBW-0218S,1,981,48,187
599,HT9-0218S,1,446,398,129
600,HT9-0218S,1,412.5,560,74
601,HT9-0215S,1,457,52.5,132
602,YSH-0218SD,1,844,58,136
603,HT9-0218S,1,788,58,201
604,HT9-0215S,1,1421,576,380
605,HT9-0215S,1,363,607,396
606,YSH-0218S,1,832,458,180
607,HT9-0218S,1,952,588,130
608,HT9-0215S,1,338,198,61
609,YSH-0218S,1,331.5,377,263
610,YSH-0218S,1,798,580,13
611,YSH-0218SD,1,457,58,141
612,YSH-0225S,1,772,637,314
613,YSH-0218S,1,492,220,394
614,HT9-0218S,1,2318,377,397
615,HT9-0218S,1,442,58,130
616,HT9-0225S,1,1198,578,132
617,HT9-0215S,1,488,118,132
618,YSH-0218S,1,871,558,392
619,YSH-0218SD,1,588,68,266
620,HT9-0218S,1,160,581,132
621,HT9-0218S,1,2313,278,187
623,NSLH-0215S,1,801.5,1023,377
624,NSLH-0218S,1,988,257,375
625,YSH-0218S,1,771,555,141
626,YSH-0218S,1,474.5,501,143
627,HT9-0218S,1,1630,38,131
629,YSH-0218S,1,514.5,424.5,36
630,YSH-0218S,1,345,178,92
631,NSLH-0218S,1,749,579,374
632,YSH-0218SD,1,2057,58,104
633,HT9-0218S,1,2098,38,224
634,YSH-0218S,1,812,578,262
635,YSH-0218SD,1,2398,68,266
636,YSH-0218S,1,762,462,104
637,MNH-0225S,1,772,596.5,326
638,SRBW-0218S,1,981,48,187
639,YSH-0218S,1,478,198,210
640,YSH-0215S,1,288,118,182
641,ZYF-0218S,1,561,393,314
642,ZZL-0225S,1,1612,548,67
643,YSH-0215S,1,438,118,91
644,NSLH-0218S,1,846.5,579,373
645,MNH-0218S,1,1079,350,137
646,HT9-0218S,1,395,48,316
647,YSH-0215S,1,749,92.5,139
648,YSH-0218S,1,728,290,401
649,HT9-0215S,1,338,118,396
650,YSH-0218S,1,301.5,476,27
651,YSH-0218SD,1,892,58,42
652,HT9-0218S,1,698,38,106
653,NJHL-0215S,1,378.5,480,27
654,YSH-0218S,1,2045,558,194
655,HT9-0215S,1,244.5,575,62
656,HT9-0215S,1,338,198,62
657,HT9-0215S,1,479.5,836,73
658,YSH-0218SD,1,2008,58,179
659,YSH-0215S,1,636.5,430,13
660,PKQL-0418SD,1,2397,57,130
661,HT9-0215S,1,479.5,836,74
662,HT9-0218S,1,979,558,397
663,HT9-0218S,1,743,558,132
664,YSH-0225S,1,2068,347,182
665,YSH-0215S,1,634.5,570,355
666,HT9-0218S,1,2398,380,380
667,HT9-0218S,1,740,58,187
668,HT9-0218S,1,873,598,114
669,YSH-0218S,1,879.5,376,400
670,YSH-0218S,1,844,298,136
671,HT9-0218S,1,238,378,380
672,YSH-0218S,1,777,525,141
673,YSH-0218S,1,820,548,299
674,YSH-0215S,1,488,198,210
675,HT9-0218S,1,368,483,129
676,YSH-0218SD,1,430,58,13
677,YSH-0218SD,1,418,538,104
679,YSH-0225S,1,734,497,210
680,JH-0218S,1,349,308,182
681,YSH-0218S,1,2321,48,400
682,YSH-0215S,1,1965.5,736,182
683,LMW-0218S,1,522,147,141
684,YSH-0218S,1,458,560,326
685,YSH-0215S,1,1789.5,522,326
686,NSLH-0218S,1,360,560,374
687,XXB-0218S,1,815,521,377
688,5-0218S,1,2284,499.5,316
689,MNH-0215S,1,305,524,135
690,YSH-0218S,1,510,58,138
691,YSH-0218SD,1,2282,450,392
692,HT9-0218S,1,341,378,380
693,HT9-0215S,1,1880,455,396
694,HT9-0218S,1,500,317,224
695,HT9-0218S,1,500,58,224
696,YSH-0218S,1,598,478,180
697,YSH-0218S,1,1848,478,180
698,YSH-0218S,1,411,294.5,126
699,HT9-0215S,1,1831,836,74
700,ZZL-0218S,1,451,360,352
701,HT9-0215S,1,288,158,72
702,YSH-0225S,1,818,555,92
703,NSLH-0218S,1,2368,580,67
704,HT9-0215S,1,488,78,132
705,HT9-0218S,1,790,53,397
706,YSH-0218SD,1,460,58,149
707,HT9-0218S,1,835,560,73
708,YSH-0218S,1,862,327,137
709,YSH-0215S,1,2111,962,266
710,YSH-0218SD,1,1663,527,266
711,YSH-0218S,1,594,199,355
712,YSH-0218S,1,401,558,194
713,YSH-0215S,1,488,198,42
714,YMH-0218S,1,2398,38,147
715,YSH-0218SD,1,844,317,136
716,XXB-0218S,1,404.5,423.5,201
717,YSH-0218S,1,342,289,401
718,YSH-0215S,1,2141,355,393
719,YMH-0215S,1,427,92.5,147
720,HT9-0218S,1,397,375,201
721,HT9-0218S,1,778,458,187
723,HT9-0218S,1,1018,58,130
724,YSH-0218S,1,311,538,352
725,YSH-0218S,1,2034,445,124
726,YSH-0215S,1,292,489,326
727,YSH-0215S,1,789,172.5,210
728,YSH-0215S,1,238,78,135
729,HT9-0218S,1,674,357,150
730,YSH-0215S,1,403,132.5,394
731,YSH-0215S,1,580,452,266
732,YSH-0218S,1,782,88,179
733,HT9-0218S,1,1998,418,129
734,YSH-0218S,1,542.5,437,210
735,YSH-0218S,1,1234,315,126
736,YSH-0218S,1,811,410,133
737,HT9-0218S,1,378,58,290
738,NSLH-0218S,1,544,58,67
739,YSH-0218S,1,612,196,326
740,YSH-0218SD,1,849,58,182
741,YSH-0218SD,1,2015,58,182
742,YSH-0215S,1,1901,988,91
743,HT9-0218S,1,484,327,147
744,NJHL-0218S,1,482,829.5,13
745,YSH-0218S,1,2398,48,401
746,NSLH-0218S,1,880,297.5,377
747,HT9-0218S,1,500,284.5,224
748,YSH-0218SD,1,2422.5,328,137
749,YSH-0218S,1,647,562,138
750,YSH-0218SD,1,518,523,143
751,HT9-0218S,1,1137,395,391
752,HT9-0218S,1,761,400,391
753,XXB-0218SD,1,1943,58,42
754,HT9-0215S,1,488,118,132
756,YSH-0218S,1,2397,57,210
757,ZYF-0218S,1,561,393,314
758,HT9-0215S,1,288.5,92.5,73
759,HT9-0218S,1,1880,58,396
760,YSH-0218SD,1,821,569,299
762,NSLH-0218S,1,855.5,579,373
