item_id,item_material,item_num,item_length,item_width,item_order
50,NMYH-0218S,1,871,577,109
51,NMYH-0218S,1,870,558,108
52,NMYH-0218S,1,871,579,108
53,QKQ-0218S,1,552,379,374
54,QKQ-0218S,1,1048,380,374
55,NMYH-0215S,1,2301,371,57
56,NMYH-0218S,1,276,58,89
57,JH-0215S,1,1212,962,317
58,XMJQ-0215S,1,488,78,322
59,QKQ-0218S,1,915,58,66
60,YW10-0215S,1,198,897,97
61,QKQ-0218S,1,493.5,424,122
62,QKQ-0218S,1,309,218.5,125
63,NMYH-0218S,1,721,58,293
64,QKQ-0218S,1,1612,397,261
65,NMYH-0218S,1,842,279,310
66,QKQ-0218S,1,721,835.5,1
67,QKQ-0218S,1,505,505,322
68,NMYH-0218S,1,1998,580,109
69,NMYH-0218S,1,402,279,310
70,JH-0218S,1,298,280,310
71,QKQ-0215S,1,388,78,304
72,QKQ-0218S,1,862,573,53
73,NMYH-0218S,1,389.5,429,301
74,NMYH-0218S,1,1390,387,354
75,NMYH-0218S,1,498,480,292
76,QKQ-0218S,1,608,1048,125
77,QKQ-0215S,1,288,158,320
78,QKQ-0218S,1,1001,292,43
79,QKQ-0218SD,1,599,58,319
80,XXB-0215S,1,288,118,181
81,NMYH-0218S,1,647,378,309
82,QKQ-0218S,1,988,400,40
83,PSH-0418S,1,944,381.5,184
84,NMYH-0218S,1,801.5,375,310
85,QKQ-0218S,1,706,359.5,40
86,QKQ-0218S,1,2334,400,353
87,QKQ-0218S,1,921,540,303
88,QKQ-0218S,1,368,38,407
89,XXB-0215S,1,338,118,182
90,QKQ-0218S,1,431,358,408
91,QKQ-0215S,1,2287.5,586,216
92,QKQ-0215S,1,516,239,18
93,QKQ-0218S,1,710,358,261
94,NJHL-0218S,1,768,762,304
95,QKQ-0218S,1,830,192,66
96,NMYH-0218S,1,311,377,310
97,QKQ-0218S,1,917,310,318
98,QKQ-0218S,1,773,310,318
99,QKQ-0215S,1,304,339,125
100,QKQ-0218S,1,2348,38,43
101,NMYH-0218S,1,739,360,355
102,QKQ-0218SD,1,1904,477,312
103,NMYH-0215S,1,158,666,308
104,NMYH-0218S,1,2298,429,405
105,NMYH-0218S,1,1612,426,405
106,NMYH-0218S,1,442,58,404
107,NMYH-0218S,1,841,259.5,310
108,QKQ-0218S,1,1281,398,116
109,NMYH-0218S,1,762,497,291
110,JH-0218S,1,751,233,120
111,QKQ-0215S,1,238,389,125
112,QKQ-0218S,1,758,570,1
113,NMYH-0218S,1,372,360,57
114,QKQ-0218S,1,758,570,1
115,NMYH-0225S,1,608,448,95
116,QKQ-0218SD,1,1698,128,312
117,QKQ-0218S,1,229.5,278,264
118,QKQ-0218S,1,441.5,148.5,121
119,QKQ-0218S,1,613,58,99
120,QKQ-0215S,1,908,772,353
121,QKQ-0215S,1,659.5,398,40
122,QKQ-0215S,1,759,389,66
123,QKQ-0218S,1,593.5,343,356
124,QKQ-0215S,1,941,447,304
125,CBZP-0218S,1,212,208.5,318
126,QKQ-0218S,1,1518,380,267
127,QKQ-0218S,1,636,351,1
128,QKQ-0215S,1,488,158,303
129,QKQ-0218S,1,880,297.5,305
130,YGKQ-0418SD,1,2284.5,406.5,405
131,PKQL-0418S,1,1025,394,99
132,QKQ-0215S,1,413,132.5,18
133,NMYH-0218S,1,821,479,292
134,QKQ-0218SD,1,1718,58,312
135,QKQ-0218S,1,705,310,410
136,QKQ-0218S,1,952,468.5,318
137,QKQ-0218S,1,848,48,97
138,QKQ-0215S,1,385.5,289,121
139,QKQ-0218S,1,1062,429,305
140,QKQ-0218S,1,494.5,411,122
141,NMYH-0218S,1,871,58,109
142,QKQ-0218SD,1,2018,498,312
143,QKQ-0218S,1,398,48,40
144,084-0218S,1,366,48,34
145,QKQ-0215S,1,306,52.5,262
146,QKQ-0218S,1,1381.5,435,240
147,QKQ-0215S,1,401.5,280,374
148,QKQ-0215S,1,506,172.5,18
149,QKQ-0218S,1,1485,279,409
150,QKQ-0218S,1,949,538,303
151,QKQ-0218S,1,951,380,40
152,QKQ-0218S,1,728,380,374
153,QKQ-0215S,1,941,447,304
154,QKQ-0218S,1,762,276.5,409
155,QKQ-0218S,1,410,378,116
156,QKQ-0218S,1,707,379,40
157,QKQ-0215S,1,338,118,354
158,QKQ-0218S,1,705,310,410
159,NMYH-0218S,1,666,279,308
160,QKQ-0218S,1,1438,465,322
161,QKQ-0215S,1,565.5,1002,43
162,XMJQ-0215S,1,488,78,322
163,NMYH-0218S,1,407,577,302
164,084-0215S,1,488,198,330
165,NMYH-0218S,1,2398,549,404
166,LMW-0218S,1,1958,530,191
167,QKQ-0218S,1,395,58,100
168,QKQ-0215S,1,238,118,264
169,PGBL-0418S,1,307.5,417.5,367
170,QKQ-0218S,1,2098,530,122
171,QKQ-0215S,1,473,339,354
172,NMYH-0218S,1,197,363,354
173,QKQ-0215S,1,566,489,120
174,NMYH-0218S,1,791,310,88
175,NMYH-0218S,1,791,310,88
176,5-0218S,1,394,128.5,263
177,QKQ-0215S,1,545,92.5,264
178,LMW-0215S,1,400,749,191
179,QKQ-0218S,1,862,554,53
180,QKQ-0218S,1,388,553,304
181,QKQ-0218S,1,480,378,125
182,QKQ-0218S,1,1978,498,304
183,QKQ-0218S,1,348,226,216
184,QKQ-0218S,1,718,742,40
185,NMYH-0218S,1,423,498,291
186,XMJQ-0218SD,1,297,63,322
187,MNH-0215S,1,307.7,339,405
188,XXB-0218S,1,659,299,95
190,NBSY-0215S,1,255,617.5,313
191,QKQ-0215S,1,338,118,354
192,NMYH-0218S,1,768,58,90
193,QKQ-0215S,1,301.5,941.9,312
194,5-0218S,1,493.5,495,262
195,ZYF-0215S,1,342,489,40
196,NJHL-0218SD,1,298,298,312
197,QKQ-0218SD,1,318,58,261
198,QKQ-0215S,1,464.5,736,374
199,QKQ-0218S,1,376,357,237
200,QKQ-0218S,1,462,381,374
201,QKQ-0215S,1,1596,557,39
202,QKQ-0215S,1,438,78,321
203,QKQ-0218S,1,671.5,308,121
204,YW10-0218S,1,1198,298,97
205,084-0215S,1,360.5,399,34
206,NMYH-0218S,1,1061,1049.5,91
207,XXB-0215S,1,304,289,181
208,NMYH-0218S,1,887,546,404
209,NMYH-0218S,1,176,328,300
210,NMYH-0218S,1,857.5,356,310
211,QKQ-0218S,1,922,557,303
212,NMYH-0218S,1,790,310,88
213,QKQ-0218S,1,2398,648,262
214,QKQ-0218S,1,901,358,262
215,5-0218S,1,1118,476,93
216,NMYH-0218S,1,2179,485.5,91
217,QKQ-0218S,1,777,193.5,53
218,QKQ-0218S,1,2398,720,120
219,QSYM-0218SD,1,2418,58,237
220,NMYH-0218S,1,408,430,301
221,QKQ-0218SD,1,886,297,312
222,NMYH-0218S,1,821,58,292
223,XXB-0215S,1,438,158,95
224,QKQ-0218S,1,598,38,1
225,QKQ-0218S,1,1712,441,127
226,NMYH-0215S,1,1901,871,109
227,QKQ-0218S,1,1938,375,407
228,NMYH-0215S,1,2318.5,791,88
229,NMYH-0218S,1,422,58,403
230,084-0215S,1,403,912,330
231,QKQ-0218S,1,1560,58,263
232,NMYH-0218S,1,1998,580,108
233,QKQ-0218S,1,2438,38,410
234,QKQ-0218S,1,698,126,96
235,NJHL-0218S,1,676,38,312
236,QKQ-0215S,1,783,706,410
237,QKQ-0215S,1,555,239,264
238,QKQ-0218S,1,902.5,435,240
239,QKQ-0218S,1,898,330,409
240,QKQ-0218S,1,834.5,222.5,1
241,QKQ-0215S,1,338,198,215
242,QKQ-0215S,1,574,339,215
243,NMYH-0218S,1,1658,58,88
244,NMYH-0215S,1,168,740,355
245,NMYH-0218S,1,1127,58,301
246,QKQ-0218S,1,881,558,46
247,XXB-0215S,1,388,158,94
248,QKQ-0218S,1,1900,58,304
249,NMYH-0218S,1,176,328,300
250,NMYH-0218S,1,1901,558,108
251,QKQ-0218SD,1,264,78,264
252,QKQ-0215S,1,498,467,214
253,QKQ-0218S,1,480,378,125
254,NMYH-0218S,1,2398,398,310
255,LMW-0218S,1,418.5,530,191
256,LMW-0218S,1,1518,527,191
257,QKQ-0218SD,1,462,327,317
258,JH-0218S,1,130,528,120
259,JH-0218S,1,648,58,120
260,NMYH-0218S,1,1035,279,354
261,NMYH-0218S,1,2366,58,91
262,QKQ-0218S,1,2098,529,125
263,XXB-0218S,1,307,212.5,95
264,QKQ-0218S,1,615.5,369.3,409
265,QKQ-0218S,1,280,296,374
266,QKQ-0218S,1,410,378,116
267,QKQ-0215S,1,331.5,399,116
268,QKQ-0218S,1,282,287,45
269,QKQ-0215S,1,941,447,304
270,QKQ-0218SD,1,2314.5,384,191
271,QKQ-0218S,1,854,596,53
272,NMYH-0218S,1,821,58,292
273,NMYH-0218S,1,2418,58,292
274,QKQ-0218S,1,762,58,409
275,QKQ-0218S,1,562,340,237
276,QKQ-0218S,1,348,226,216
277,NMYH-0218S,1,739,360,355
278,QKQ-0218S,1,281,268,45
279,NMYH-0218S,1,512,256,89
280,084-0215S,1,359.5,92.5,34
281,NMYH-0225S,1,742,527,307
282,084-0215S,1,488,78,330
283,XXB-0215S,1,438,158,95
284,XXB-0215S,1,257,439,95
285,QKQ-0218SD,1,276,58,264
286,QKQ-0218S,1,441,48,46
287,XMJQ-0225S,1,734,597,322
288,NMYH-0218S,1,1162,379,57
289,NMYH-0218S,1,416,395,404
290,NMYH-0218S,1,1392,329,93
291,QKQ-0218S,1,2198,360,374
292,QKQ-0218S,1,380,578,322
294,QKQ-0218S,1,321.5,427,40
295,QKQ-0218S,1,249,547.5,313
296,XMJQ-0215S,1,656.5,450,322
297,084-0218S,1,970,538,34
298,QKQ-0215S,1,338,78,262
299,NMYH-0218S,1,1061,1031,91
300,NMYH-0218S,1,730,698,95
301,QKQ-0218S,1,562,58,1
302,QKQ-0215S,1,238,198,18
303,NMYH-0218S,1,768,360,57
304,5-0218S,1,2334,365,261
305,NMYH-0218S,1,1355,58,403
306,JH-0218S,1,646,125.5,120
307,QKQ-0218S,1,1098,38,312
308,QKQ-0218S,1,1534,38,355
309,NMYH-0218S,1,403,358,91
310,QKQ-0218S,1,362,528,125
311,5-0218S,1,981,476,93
312,QKQ-0218S,1,335,328.5,40
313,QKQ-0218S,1,718,742,40
314,YHXM-0218S,1,498,330,121
315,QKQ-0218S,1,1000,58,43
316,QKQ-0218S,1,854,555,127
317,JH-0218S,1,491,360,120
318,YW1-0218S,1,2398,38,66
319,QKQ-0218S,1,511,218,120
320,NMYH-0218S,1,2098,38,302
321,CGS-0218S,1,670,455,403
322,NMYH-0218S,1,666,53,308
323,084-0218S,1,378,567,330
324,QKQ-0218S,1,705,310,410
325,QKQ-0218S,1,214,48,97
326,QKQ-0215S,1,2306,957,38
327,NMYH-0218S,1,838,579,110
328,QKQ-0218S,1,587,248,18
329,NMYH-0218S,1,1188,38,309
330,QKQ-0215S,1,303,132.5,125
331,NMYH-0218S,1,256,58,89
332,NMYH-0215S,1,801.5,412,310
333,QKQ-0218S,1,862,573,53
334,XXB-0215S,1,438,158,95
335,QKQ-0218S,1,754,431.8,1
336,QKQ-0218S,1,951,380,40
337,QKQ-0218S,1,494,390,122
338,QKQ-0218S,1,335,328.5,40
339,PKQL-0418S,1,699,151,367
340,QKQ-0218S,1,479,38,1
341,QKQ-0218S,1,804,370,354
342,QKQ-0215S,1,301.5,617,304
343,XMJQ-0218S,1,563,38,18
344,QKQ-0218S,1,494.5,420,292
345,JH-0218S,1,528,58,120
346,QKQ-0218SD,1,461,308,317
347,QKQ-0215S,1,338,198,215
348,QKQ-0218S,1,1828,38,45
349,NMYH-0218S,1,724,428,95
351,QKQ-0218S,1,598,98,319
352,QKQ-0218S,1,210,328,320
353,QKQ-0218S,1,1069,58,410
354,JH-0218S,1,1508,380,120
355,QKQ-0218S,1,719,358,261
356,YMH-0218SD,1,2439,445,108
357,QKQ-0218S,1,978,380,304
358,QKQ-0218SD,1,2058,78,120
359,LMW-0218S,1,478,530,191
360,QKQ-0218S,1,412,58,53
361,QKQ-0218SD,1,753,327,317
362,QKQ-0215S,1,629,299,367
363,XXB-0215S,1,513,92.5,182
364,QKQ-0218S,1,2438,38,408
365,QKQ-0218SD,1,442,379,312
366,QKQ-0215S,1,288,78,410
367,QKQ-0218S,1,240,58,120
368,QKQ-0218S,1,979.5,378,262
369,QKQ-0218S,1,863.5,493.5,127
370,QKQ-0215S,1,706,439,53
371,QKQ-0218S,1,415,48,122
372,NMYH-0215S,1,2036,821,292
373,QKQ-0218S,1,577,38,46
374,QKQ-0218S,1,214,48,97
375,QKQ-0218S,1,762,276.5,409
376,NMYH-0218S,1,370,360,57
377,QKQ-0218S,1,835.5,242,1
378,NMYH-0218S,1,311,377,310
379,QKQ-0218S,1,301.5,558,322
380,QKQ-0218S,1,557,58,39
381,QKQ-0215S,1,560.5,658,356
382,QKQ-0218S,1,412,58,53
383,QKQ-0218S,1,2102,58,116
384,QKQ-0218S,1,2098,558,322
385,NMYH-0218S,1,871,577,109
386,XXB-0215S,1,363,92.5,182
387,QKQ-0218S,1,432,397,408
388,QKQ-0218S,1,984,475,40
389,QKQ-0218S,1,557,58,39
390,QKQ-0218S,1,524.5,510,66
391,QKQ-0215S,1,706,439,53
392,NMYH-0218S,1,419,58,403
393,NMYH-0218S,1,419,58,403
394,QKQ-0218S,1,345,422,116
395,QKQ-0218SD,1,442,379,312
396,QKQ-0215S,1,865,132.5,303
397,NMYH-0215S,1,480,871,109
398,QKQ-0225S,1,734,497,408
399,QKQ-0215S,1,338,78,262
400,QKQ-0218S,1,375.1,308,311
401,QKQ-0218S,1,102,58,312
402,QKQ-0215S,1,598,1002,43
403,QKQ-0218S,1,282,58,47
404,QKQ-0215S,1,560.5,172.5,313
405,QKQ-0218S,1,388,300,304
406,NMYH-0218S,1,1002,527,404
407,QKQ-0218SD,1,891,547,316
408,QKQ-0215S,1,488,158,40
409,PSH-0418S,1,600,383,181
410,QKQ-0218S,1,862,58,53
411,NMYH-0218S,1,503,580,108
412,QKQ-0215S,1,237,132.5,125
413,FMB-0215S,1,376,1069,410
414,QKQ-0218S,1,397,395,120
415,QKQ-0218S,1,398,398,125
416,QKQ-0215S,1,338,158,125
417,XMJQ-0215S,1,462,489,322
418,NMYH-0218S,1,2366,58,91
419,NMYH-0218S,1,2338,257,89
420,QKQ-0218S,1,421,510,122
421,QKQ-0215S,1,388,158,120
422,QKQ-0218SD,1,2438,58,191
423,QKQ-0218S,1,1855,58,264
424,QKQ-0215S,1,545,92.5,264
425,NMYH-0218S,1,2048,580,110
426,QKQ-0215S,1,2101,736,374
427,NMYH-0218S,1,698,280,310
428,QKQ-0215S,1,288,78,410
429,QKQ-0218S,1,393,395,66
430,QKQ-0218S,1,218,133,214
431,QKQ-0218S,1,375,338,237
432,QKQ-0218S,1,1839,577,322
433,QKQ-0215S,1,705,132.5,53
434,NMYH-0215S,1,819.5,287.5,302
435,QKQ-0218S,1,526,711,304
436,QKQ-0218S,1,893,906,125
437,NMYH-0218S,1,820,540,292
438,QKQ-0215S,1,304,92.5,293
439,QKQ-0218S,1,598,98,319
440,NMYH-0218S,1,838,577,110
441,QKQ-0218SD,1,462,327,317
442,QKQ-0218S,1,762,243.5,263
443,XMJQ-0218S,1,1208,298,322
444,XMJQ-0218S,1,1170,823,322
445,ZYF-0215S,1,488,158,40
446,NMYH-0218S,1,665,258,308
447,QKQ-0218S,1,2358,523,100
448,QKQ-0218S,1,416.5,308,121
449,QKQ-0218S,1,762,299,304
451,NMYH-0218S,1,666,53,308
452,NMYH-0218S,1,919,310,93
453,LMW-0218S,1,400,529,191
454,QKQ-0218S,1,412,554,53
455,QSYM-0225S,1,772,772,237
456,MNH-0218S,1,715,452,99
457,QKQ-0215S,1,338,118,354
458,QKQ-0215S,1,1536.5,432,408
459,QKQ-0218S,1,1904,58,312
460,JH-0218S,1,714,474,120
461,NMYH-0218S,1,555,58,91
462,NMYH-0218S,1,1001,611.5,92
463,QKQ-0218S,1,598,98,319
464,QKQ-0218S,1,463,556,38
465,NMYH-0218S,1,438,580,110
466,QKQ-0215S,1,2301,262,261
467,YHXM-0218S,1,445,348,121
468,XXB-0218S,1,659,296.5,95
469,FMB-0218S,1,529,193.5,410
470,QKQ-0218S,1,395,48,66
471,QKQ-0218S,1,395,48,120
472,QKQ-0218SD,1,1574,58,191
473,YW10-0218S,1,348,477,96
474,QKQ-0218S,1,955,213,303
475,JH-0218S,1,1722,279,310
476,QKQ-0218SD,1,1138,58,312
477,QKQ-0218S,1,1311,348,356
478,084-0215S,1,494.5,801,34
479,QKQ-0218S,1,970,562,214
480,QKQ-0218S,1,671.5,308,121
481,QKQ-0218SD,1,2398,68,40
482,QKQ-0218S,1,150,478,267
483,QKQ-0218S,1,1598,38,305
484,QKQ-0218S,1,480,407,127
485,NMYH-0218S,1,411,356,310
486,QKQ-0218S,1,759,340,237
487,QKQ-0218S,1,1532,861,262
488,QKQ-0218S,1,396,412.5,99
489,NMYH-0218S,1,821,58,292
490,QKQ-0218S,1,321.5,408,40
491,QKQ-0215S,1,650,289,410
492,NMYH-0218S,1,739,360,355
493,XMJQ-0218S,1,823,277.5,322
494,QKQ-0215S,1,401.5,240,120
495,NMYH-0218S,1,398,358,91
496,NMYH-0218S,1,403,358,91
498,QKQ-0218S,1,341,58,261
499,QKQ-0218S,1,365.5,440,121
500,QKQ-0218S,1,562,379,374
501,QKQ-0215S,1,304,92.5,293
502,QKQ-0218S,1,851,374,240
503,QKQ-0215S,1,589,289,300
504,XMJQ-0215S,1,488,78,322
505,QKQ-0215S,1,313,52.5,263
506,QKQ-0225S,1,198,48,66
507,NMYH-0215S,1,2301,312,310
508,QSYM-0218S,1,735,389.5,237
509,QKQ-0218S,1,1301,58,121
510,QKQ-0218SD,1,676,529,312
511,QKQ-0218SD,1,2398,118,194
512,XXB-0215S,1,338,118,182
513,QKQ-0218S,1,332,58,407
514,NMYH-0218S,1,790,310,88
515,QKQ-0218SD,1,543,58,319
516,ZYF-0215S,1,488,158,40
517,NMYH-0218S,1,536.5,88,91
518,QKQ-0218S,1,562,359,237
519,QKQ-0218SD,1,1748,58,38
520,QKQ-0218S,1,1942,258,264
521,QKQ-0218S,1,760,58,237
522,QKQ-0218S,1,760,58,237
523,QKQ-0218S,1,371.5,377.5,262
524,QKQ-0215S,1,303,132.5,125
525,QKQ-0215S,1,288,78,121
526,NMYH-0218S,1,661,842,310
527,QKQ-0218S,1,331.5,357,116
528,QKQ-0218S,1,947,367.5,40
529,QKQ-0215S,1,398,442,312
530,QKQ-0218S,1,115,458,317
531,QKQ-0218S,1,1607,475,303
532,NMYH-0218S,1,838,579,110
533,QKQ-0215S,1,438,78,321
534,XMJQ-0218S,1,116,557,322
535,QKQ-0218S,1,2346,360,237
536,QKQ-0218SD,1,363.5,508,120
537,QKQ-0218S,1,1677,553,304
538,QKQ-0218S,1,2001,509,125
539,QKQ-0218S,1,1408,312,43
540,QKQ-0218S,1,395.5,274,374
541,QKQ-0215S,1,488,158,303
542,QKQ-0218S,1,934,526,316
543,QKQ-0218S,1,362,509,125
544,QKQ-0218S,1,936,542.5,307
545,QKQ-0215S,1,759,389,66
546,QKQ-0215S,1,303,132.5,125
547,NMYH-0218S,1,842,279,310
548,QKQ-0218S,1,2034,471.5,122
549,NMYH-0218S,1,1829.5,276,354
550,QKQ-0215S,1,418,891,316
551,NMYH-0218S,1,398,358,91
552,QKQ-0218S,1,734,572,66
553,NMYH-0218S,1,821,58,292
554,QKQ-0215S,1,238,118,264
555,YHXM-0218S,1,295,356.5,367
556,QKQ-0215S,1,301.5,617,304
557,YDBS-0218S,1,1598,298,263
558,QKQ-0215S,1,546,239,264
559,NMYH-0218S,1,1392,329,93
560,QKQ-0215S,1,2249,376,237
561,QKQ-0218S,1,760,58,237
562,QKQ-0218S,1,301.5,577,322
563,QKQ-0218S,1,798,38,99
564,NMYH-0215S,1,894.5,685,354
565,QKQ-0218S,1,1243,357,116
566,QKQ-0218S,1,674,38,1
567,QKQ-0218SD,1,442,379,312
568,QKQ-0218SD,1,2323,58,353
569,JH-0215S,1,2085,462,317
570,NMYH-0215S,1,2350,80,355
571,QKQ-0215S,1,438,158,53
572,NMYH-0218S,1,2341,280,308
573,QKQ-0215S,1,880,412.5,305
574,NMYH-0218S,1,698,460,95
575,QKQ-0218S,1,441,48,46
576,NMYH-0218S,1,838,577,110
577,QKQ-0218S,1,613,432,99
578,XMJQ-0218SD,1,1618,63,322
579,QKQ-0218S,1,622,249,313
580,QKQ-0218S,1,922,559,303
581,QKQ-0218S,1,951,380,40
582,QKQ-0218S,1,2398,558,303
583,QKQ-0218S,1,1730,58,374
584,QKQ-0218S,1,581,333,40
585,QKQ-0218S,1,318,298,374
586,QKQ-0215S,1,604,442,40
587,NMYH-0218S,1,341,928,92
588,QKQ-0215S,1,603,98,1
589,NMYH-0218S,1,887,527,404
590,MNH-0215S,1,731,389,404
591,YGKQ-0418SD,1,2426,452,404
592,QKQ-0218S,1,854,574,53
593,QKQ-0215S,1,2301,922,303
594,NMYH-0218S,1,2348,262,90
595,QKQ-0218SD,1,2011,58,40
596,QKQ-0218SD,1,579,58,319
597,QKQ-0218S,1,380,317,374
598,QKQ-0218S,1,2438,38,410
599,QKQ-0218S,1,773,310,318
600,NMYH-0218S,1,1392,297,354
601,YGKQ-0418S,1,1677,808,405
602,NMYH-0218S,1,1310,307,300
603,QKQ-0215S,1,307,339,262
604,QKQ-0215S,1,388,158,125
605,QKQ-0218S,1,466,58,356
606,XXB-0218S,1,307,212,95
607,QKQ-0218S,1,345,423,116
608,QKQ-0218S,1,2098,558,322
609,QKQ-0218S,1,828,38,1
610,PSH-0418S,1,944,381.5,184
611,QKQ-0215S,1,588,92.5,300
612,QKQ-0218S,1,914,707,40
613,QKQ-0218S,1,1533,248,290
614,NMYH-0218S,1,773,428,94
615,QKQ-0218S,1,851,374,240
616,QKQ-0218S,1,711,58,261
617,QKQ-0218S,1,626,164.5,264
618,QKQ-0218S,1,636,351,1
619,QKQ-0218SD,1,1058,380,312
620,XMJQ-0218S,1,698,277.5,322
621,QKQ-0218SD,1,843,58,120
622,LMW-0218S,1,1518,58,191
623,NMYH-0218S,1,894.5,387,354
624,QKQ-0218S,1,347,413,99
625,5-0218S,1,757.5,394.5,263
626,QKQ-0218S,1,626,164.5,264
627,QKQ-0218S,1,1893,298,264
628,QKQ-0218S,1,626,164.5,264
629,NJHL-0218SD,1,1080,297,312
630,NMYH-0218S,1,838,579,110
631,QKQ-0215S,1,238,198,18
632,NMYH-0218S,1,1579,422,403
633,QKQ-0218S,1,380,317,374
634,QKQ-0215S,1,338,158,125
635,QKQ-0215S,1,988,88,40
636,NMYH-0218S,1,512,58,89
637,QKQ-0218S,1,598,98,319
638,QKQ-0218S,1,445,48,125
639,QKQ-0218S,1,2068,350,318
640,NMYH-0218S,1,898,578,302
641,JH-0218S,1,547,398,120
642,QKQ-0215S,1,488,158,303
643,QKQ-0218S,1,495,455,122
644,QKQ-0218S,1,880,330,410
645,QKQ-0218S,1,950,538,303
646,QKQ-0218S,1,788,78,1
647,NMYH-0218S,1,370,360,57
648,QKQ-0215S,1,698,439,127
649,QKQ-0218S,1,854,58,127
650,QKQ-0218S,1,348,226,216
651,QKQ-0215S,1,515,172.5,18
652,XMJQ-0218S,1,279.5,298,18
653,QKQ-0215S,1,2227,915,66
654,NMYH-0218S,1,312,397,310
655,QKQ-0218S,1,746,377.5,262
656,QKQ-0215S,1,388,158,122
657,QKQ-0218S,1,465,269,356
658,QKQ-0218S,1,626,164.5,264
659,QKQ-0218S,1,538,201.5,354
660,QKQ-0218S,1,332,374,407
661,QKQ-0218S,1,648,362.5,410
662,QKQ-0215S,1,649,52.5,410
663,NMYH-0218S,1,2201,428,405
664,NMYH-0218S,1,1038,130.5,92
665,NMYH-0218S,1,2338,257,89
666,QKQ-0218S,1,587,248,18
667,XMJQ-0215S,1,471,52.5,322
668,NMYH-0218S,1,821,479,292
669,QKQ-0218S,1,676,469,312
670,QKQ-0215S,1,238,118,264
671,QKQ-0215S,1,488,118,293
672,YHXM-0225S,1,1786,348,121
673,QKQ-0218S,1,377,48,127
674,NMYH-0218S,1,512,58,89
675,QKQ-0218S,1,2298,348,410
676,QKQ-0218S,1,561,745.5,409
677,QKQ-0218S,1,2084,370,293
678,NMYH-0218S,1,2366,78,91
679,QKQ-0215S,1,380,764,374
680,QKQ-0215S,1,604,442,40
681,QKQ-0218S,1,498,530,122
682,NBSY-0218S,1,2360,396,313
683,QKQ-0215S,1,568.3,439,317
684,NMYH-0218S,1,1616,330,403
685,QKQ-0218S,1,645,228.5,215
686,5-0218S,1,837.5,405,88
687,QKQ-0218S,1,472,307,396
688,YMH-0218SD,1,1097.5,428.5,110
689,5-0218S,1,598.5,141.5,304
690,QKQ-0218SD,1,2211,529,120
691,CBZP-0218S,1,209,357.5,262
692,QKQ-0218SD,1,1058,380,312
693,QKQ-0215S,1,509,212.5,40
694,QKQ-0218S,1,1432,329,410
695,YHXM-0218S,1,295,357.5,367
696,QKQ-0215S,1,2396,950,303
697,NMYH-0218S,1,403,358,91
698,QKQ-0218S,1,571,538,305
699,NMYH-0218S,1,428,429,405
700,QKQ-0215S,1,388,158,66
701,QKQ-0215S,1,338,78,262
702,QKQ-0218S,1,410,378,116
703,QKQ-0218S,1,951,380,40
704,XMJQ-0218S,1,1171,698,322
705,QKQ-0218SD,1,1008,98,122
706,NMYH-0218S,1,356,58,355
708,NMYH-0218S,1,602,408,94
709,QKQ-0215S,1,438,118,127
710,NMYH-0215S,1,645.5,570,95
711,QKQ-0218S,1,830,195,66
712,NMYH-0218S,1,2198,396,310
713,QKQ-0218S,1,835.5,242,1
714,QKQ-0218SD,1,2337,389.7,120
715,NMYH-0218S,1,380,559,293
