item_id,item_material,item_num,item_length,item_width,item_order
68,YW1-0218S,1,835,278,512
69,YW1-0218S,1,338,327,425
70,YW1-0218SD,1,768,148,395
72,YW1-0218S,1,2198,388,544
73,YW1-0215S,1,2244,504,225
74,YW1-0218S,1,2134,441.5,190
75,YW1-0215S,1,2051,771,424
76,YW1-0218S,1,880,398,141
77,YW1-0218S,1,447,404,483
78,YW1-0218S,1,292,485,131
79,QKQ-0218S,1,1884,428.5,130
80,YW1-0218S,1,867,557,319
81,YW1-0218SD,1,2008,58,138
82,YW1-0218S,1,811,329.5,127
83,YW1-0218S,1,2388,298,515
84,YW1-0225S,1,398,88,140
85,YW1-0218S,1,608,480,192
86,YW1-0218S,1,1715.5,559,139
87,YW1-0215S,1,2001,821,387
88,YW1-0215S,1,148,412,39
89,YW1-0218S,1,787,526,516
90,YW1-0215S,1,488,198,36
91,NJYH-0218S,1,798,38,21
92,YW1-0218S,1,778,379,482
93,YW1-0218S,1,810,58,127
94,NJYH-0215S,1,438,118,427
95,YW1-0215S,1,656,642,485
96,YW1-0215S,1,592,132.5,542
97,YW1-0215S,1,2029,812,37
98,YW1-0218S,1,380,678,140
99,YW1-0218S,1,369,432,544
100,YW1-0218S,1,647.5,365.5,38
101,YW1-0218S,1,948,779,38
102,YW1-0218S,1,2231,58,37
104,YW1-0218S,1,756,218,34
105,YW1-0218S,1,1598,38,480
106,YW1-0218S,1,762,58,483
107,YW1-0218S,1,333,227,128
109,QKQ-0218S,1,948.5,394,467
110,YW1-0218S,1,395,48,138
111,YW1-0218SD,1,527.5,558,138
112,YW1-0218S,1,1162,379,141
113,YW1-0218S,1,721,83,139
114,YW1-0215S,1,2341,381,543
115,YW1-0218SD,1,945,579,471
116,YW1-0215S,1,626.5,92.5,138
117,YW1-0218S,1,2034,483,36
118,YW1-0218S,1,2098,580,428
119,YW1-0218S,1,2098,578,348
120,5-0218S,1,835.5,515,223
121,QKQ-0218S,1,1418.5,382.5,3
122,YW1-0218S,1,762,379,48
123,YW1-0215S,1,614.5,731.5,38
124,YW1-0218S,1,2368,318,426
125,YW1-0218S,1,648,379,140
126,YW1-0218S,1,761,359,482
127,YW1-0218S,1,1362,317,386
129,YW1-0215S,1,1715.5,721,139
130,QKQ-0218S,1,537,258,225
131,QKQ-0215S,1,438,118,130
132,YW8-0218S,1,389,377,394
133,YW1-0218S,1,361,326,469
134,YW1-0218SD,1,2438,578,543
135,YW1-0218S,1,415,161,514
136,YW1-0218S,1,479,98,311
137,YSH-0218S,1,650,318,486
138,YW1-0218S,1,468.5,578,348
139,YW1-0218S,1,412,53,39
140,YW1-0218S,1,2098,530,350
141,YW1-0215S,1,254,92.5,516
142,YW1-0218S,1,1993,58,320
143,YW1-0218S,1,838,559,130
144,YW1-0218S,1,395,48,319
145,YW1-0218S,1,642,313,485
146,YW1-0218S,1,1130,328,467
147,YW1-0225S,1,1398,598,386
148,YW1-0218SD,1,2418,58,505
149,YW1-0218S,1,647.5,365.5,38
150,YW1-0218S,1,469.5,268,71
151,YW1-0218S,1,753,380,141
152,YW1-0215S,1,801.5,935,226
153,YW1-0215S,1,2101,417,190
154,YW1-0218S,1,802,329,351
155,PKQL-0418S,1,1076,444,481
156,YW1-0215S,1,901.5,445,470
157,YSH-0218S,1,698,38,483
158,YW1-0215S,1,714,92.5,482
159,YW1-0218S,1,443,327,425
160,YW1-0218S,1,2098,570,36
161,YW1-0218S,1,313.6,369.5,191
162,YW1-0218S,1,370,560,428
163,YW1-0215S,1,805,660,480
164,YW1-0218S,1,263.5,864,190
165,YW1-0218S,1,2398,98,350
166,NJYH-0218S,1,425,480,427
167,YW1-0218S,1,538,38,227
168,YW1-0218S,1,762,58,482
169,YW1-0218S,1,1338,318,386
170,YW1-0215S,1,438,198,264
171,YW1-0218S,1,798,498,264
172,YW1-0215S,1,418,721,139
173,YW1-0218S,1,391,227,128
174,YW1-0215S,1,488,238,140
175,YW1-0218S,1,762,58,48
176,YW1-0218S,1,1890,58,226
177,YW1-0218S,1,1080,388,191
178,YW1-0218S,1,348,48,386
179,YW1-0218S,1,794,536,541
181,YW1-0215S,1,398,118,138
182,YW1-0218S,1,2341,540,224
183,YW1-0218S,1,461,195,312
184,5-0218S,1,1771,398.3,312
185,YW1-0218S,1,404,48,483
186,YW1-0218S,1,430,327,221
187,XXB-0218S,1,1074,395,141
188,YW1-0218S,1,397,151,135
189,QKQ-0218S,1,2034,445,348
190,XXB-0218SD,1,2434,495,174
191,YW1-0218S,1,113.5,417,190
192,XXB-0218S,1,657.5,395,141
193,YW1-0218S,1,313.6,368,191
194,YW1-0215S,1,524.5,208.5,35
195,YW1-0225S,1,998,543,419
196,YW1-0218S,1,1126,347,513
197,YW1-0218SD,1,1823,58,319
198,YW1-0218S,1,912,429,484
199,XXB-0215S,1,425,92.5,424
200,YW1-0218S,1,371,397,141
201,YW1-0218S,1,760,297.5,426
202,YW1-0218SD,1,796,377,119
203,YW1-0218S,1,443,235,36
204,NJYH-0218S,1,742,143,404
205,YSH-0218SD,1,922.5,470,484
206,YMH-0218S,1,378.5,540,371
208,YW1-0218S,1,1162,379,141
209,QKQ-0218S,1,808.5,445,127
211,YW1-0218S,1,415,48,542
212,YW1-0218S,1,461,320,222
213,YW1-0215S,1,935,836,512
214,PKQL-0418S,1,660,343,480
215,YW1-0218S,1,821,58,387
216,YW1-0218S,1,2218,38,363
217,YW1-0218S,1,788,300,37
218,YW1-0225S,1,1722.5,378,404
219,YW1-0218S,1,317,38,426
220,YW1-0215S,1,2241,312,223
221,YW1-0218S,1,1130,328,467
222,YW1-0218S,1,1300,58,310
223,YW1-0218S,1,381,536,543
224,YW1-0218S,1,408,387,190
225,YW1-0218S,1,701,214,541
226,YW1-0218S,1,923,378,482
227,YW1-0218S,1,430,568.5,36
228,YMH-0218S,1,515,597,371
229,QKQ-0215S,1,288,118,127
231,YW1-0218S,1,417,58,190
232,YW1-0218S,1,418,38,481
233,YW1-0218S,1,444,48,34
234,YW1-0218S,1,778,379,482
235,YW1-0218S,1,524.5,298.5,35
236,YW1-0218S,1,1173,58,193
237,YW1-0215S,1,593,439,542
238,YW1-0218S,1,927,577,225
239,YW1-0215S,1,2326,369,542
240,YW1-0218S,1,161,48,516
241,YW1-0218S,1,862,227,128
242,YW1-0218S,1,1978,560,131
243,QKQ-0218S,1,435,390,131
244,YW1-0215S,1,448,158,322
246,YW1-0218S,1,821,577,387
247,YW1-0218S,1,1362,58,351
248,YW1-0218S,1,862,58,481
249,YW1-0215S,1,331.5,933,481
250,PKQL-0418S,1,317,475,481
251,YMH-0218S,1,604,477.5,226
252,YW1-0218S,1,425,195,317
254,QKQ-0218SD,1,881,427.5,512
255,YW1-0215S,1,491,781,515
256,YW1-0218S,1,862,539,224
257,YW1-0218S,1,430,450,36
258,YW1-0218SD,1,443,58,320
259,YW1-0218S,1,2098,580,35
260,YW8-0218S,1,400,397,394
261,YW1-0218S,1,642,274,485
262,YW1-0218S,1,506,253.5,543
263,YW1-0218S,1,462,58,222
264,QKQ-0215S,1,438,118,131
265,YW1-0218S,1,420,536,540
266,YW1-0218S,1,950.5,268,71
267,YW1-0218S,1,503,345,225
268,YW1-0218S,1,901,328,284
269,YW1-0218S,1,707,529,350
270,YW1-0215S,1,331.5,453,481
271,YW1-0218S,1,568,394.5,34
272,YW1-0218S,1,395,538,312
273,YW1-0218S,1,748,38,223
274,YW1-0218S,1,812,349,127
275,YW1-0215S,1,2101,383,138
277,YW1-0215S,1,479.5,936,471
278,YW1-0218S,1,634.5,483.5,36
279,YW1-0215S,1,353.5,132.5,317
280,YW1-0218S,1,1398,348,310
281,YW1-0215S,1,848,405,512
282,YW1-0218SD,1,1884,477.5,471
283,YW1-0218SD,1,788,58,395
284,YW1-0218S,1,657.4,369.5,191
285,YW1-0218S,1,761,58,131
286,YW1-0218S,1,182,58,120
287,YMH-0215S,1,238,118,226
288,YW1-0218S,1,1568,306,486
289,YMH-0218SD,1,1778,58,371
290,YW1-0218S,1,417,463.5,190
291,YW1-0218S,1,2388,548,516
292,YSH-0218S,1,2299,386,483
293,YW1-0218S,1,844.5,377,482
294,QKQ-0218S,1,934.5,439,539
295,YW1-0215S,1,410,941,427
296,YW1-0215S,1,338,198,543
297,YW1-0218S,1,461,320,222
298,YW1-0218S,1,1004,98,435
299,YW1-0218S,1,998,450,227
300,YMH-0215S,1,480,515,371
301,YW1-0218S,1,608,330,226
302,YW1-0218S,1,444,358,470
303,QKQ-0218S,1,1914,390,131
304,YW1-0218S,1,427,324,131
305,5-0218S,1,570,385,222
306,YW1-0218SD,1,2438,447.6,543
307,YW1-0215S,1,627.5,399,138
308,YW1-0218SD,1,1682,529,135
309,YW1-0218S,1,1682,58,135
310,YW1-0215S,1,671,239,37
311,YW1-0218S,1,927,58,435
312,YMH-0218S,1,898,107,371
313,YW1-0218S,1,367,557,516
314,YW1-0218S,1,2001,246.4,35
315,YW1-0218S,1,796,506,543
316,YW1-0215S,1,2096,227,192
317,YW1-0218S,1,2098,595,34
318,YW1-0215S,1,419.5,770,131
319,YW1-0218S,1,794.5,337,222
320,YW1-0215S,1,480,821,387
322,YW1-0218S,1,348,329,351
323,YW1-0218S,1,2360,58,481
324,MNH-0218S,1,1445,247,38
325,QKQ-0215S,1,338,158,118
326,YW1-0218S,1,2338,550,223
327,5-0218S,1,462.5,345,386
328,YMH-0218SD,1,378.5,58,371
329,YW1-0218S,1,347,528,350
330,YW1-0218SD,1,498,580,471
331,YW1-0218S,1,871,349,127
332,YW1-0218S,1,838,540,130
333,YW1-0218S,1,797,193.5,319
334,YW1-0215S,1,438,158,319
335,YW1-0218S,1,227,284,192
336,YW1-0218S,1,761,359,482
337,YW1-0218S,1,537,742,222
338,YW1-0218S,1,841,58,34
339,YW1-0215S,1,294.5,724,404
340,YW1-0218S,1,362,347,469
341,YW1-0218S,1,719,299,37
342,YW1-0218S,1,355,58,173
343,YW1-0218S,1,992,579,190
344,YW1-0218SD,1,936,579,471
345,YW1-0215S,1,438,198,264
346,YW1-0218S,1,261,667,57
347,YW1-0218S,1,484,48,35
348,YW1-0215S,1,2001,945,35
349,NJYH-0215S,1,438,118,427
350,YW1-0218S,1,762,58,482
351,5-0218S,1,1008.5,379,173
352,YW1-0218SD,1,944,560,471
353,YW1-0215S,1,1871,703,38
354,YW1-0218S,1,934,298,226
355,YW1-0218S,1,2034,483.5,36
356,YW1-0218S,1,2198,580,190
357,YW1-0218S,1,331.5,377,481
358,YW1-0218S,1,927,329,226
359,YW1-0218S,1,2101,387,544
360,YW1-0218S,1,731.5,224.1,38
361,YW1-0218S,1,477.5,538,317
363,YW1-0218S,1,652,579,395
364,YW1-0218S,1,161,48,514
365,YW1-0218S,1,993,389,191
366,YW1-0218S,1,647,305,486
367,YW1-0215S,1,803,449,322
368,YW1-0218S,1,2098,530,350
369,YW1-0218S,1,707,529,350
370,YW1-0218SD,1,564.5,430,34
371,YW1-0218S,1,877,398,470
372,YW1-0218S,1,419,327,221
373,YW1-0225S,1,748,397,404
374,YW1-0218S,1,938,38,435
375,YW1-0218S,1,344.5,557,320
376,YW1-0225S,1,734,522,419
377,YW1-0218S,1,1610,58,541
378,YW1-0218S,1,911,410,484
379,YW1-0218SD,1,455,579,471
380,YW1-0218S,1,398,348,544
382,YW1-0218S,1,1928,348,226
383,YMH-0215S,1,406,239,226
384,YW1-0215S,1,704,439,264
385,YW1-0218S,1,880,328,122
386,YW1-0215S,1,2051,771,424
387,YW1-0218S,1,371,579,428
388,YW1-0215S,1,2266,762,483
389,YW1-0218S,1,784,373.5,37
390,YW1-0218S,1,881,538,319
391,YW1-0218S,1,461,320,222
392,YW1-0218S,1,973.5,378,480
393,YW1-0218SD,1,1198,58,141
394,XXB-0218S,1,402,524,227
395,YW8-0218S,1,802,58,394
396,YW1-0218S,1,771,557,424
397,YW1-0218S,1,294.5,338,404
398,YW1-0218S,1,614.5,365.5,38
399,YW1-0215S,1,2226,412,226
400,YW1-0218S,1,873,338,222
401,YW1-0215S,1,398,88,140
402,YW1-0218S,1,371,579,428
403,YW1-0218S,1,371,577,428
404,YW1-0218S,1,511,360,228
405,YW1-0215S,1,1116,830,512
406,PKQL-0418S,1,317,467,481
407,YW1-0215S,1,789,439,35
408,YW1-0215S,1,734,947,419
409,YW1-0215S,1,455,172.5,543
410,YW1-0218S,1,368,536,542
411,YW1-0218S,1,719,299,37
412,5-0215S,1,701.5,902,386
413,YW1-0218S,1,751,719,37
414,YW1-0215S,1,430,860,221
415,YW1-0215S,1,1871,703,38
416,XXB-0218S,1,567.5,425,135
417,XXB-0218SD,1,1758,78,135
418,YW1-0218S,1,821,577,387
419,YW1-0215S,1,2001,707,350
420,YW1-0218S,1,1443,390,191
421,YW1-0218S,1,425,195,312
422,YW1-0218S,1,911,410,484
423,YW1-0218SD,1,1972,557,138
424,YW1-0218SD,1,1948,580,471
425,YW1-0218S,1,361,326,469
426,YW1-0218S,1,851,510,322
427,XXB-0218S,1,567.5,425,135
428,YW1-0218S,1,2001,298.5,35
429,YW1-0215S,1,444.5,838,130
430,YW1-0218S,1,2334,340,222
431,YW1-0218S,1,798,380,140
432,YW1-0218S,1,953.5,479,192
433,YW1-0218S,1,2098,348,469
434,YW1-0218S,1,707,510,350
435,YW1-0218SD,1,730,358,118
436,XXB-0215S,1,315,339,141
437,YW1-0218S,1,868,318,426
438,YW1-0215S,1,2326,851,540
439,YW1-0218S,1,2260,58,404
440,YW1-0218S,1,880,578,193
441,YW1-0218SD,1,1738,58,319
442,YW1-0218S,1,462,58,222
443,YW1-0218S,1,2338,550,223
444,YW1-0218S,1,348,348,469
445,QKQ-0218S,1,2371,407,541
446,YW1-0218S,1,762,58,469
447,YW1-0218S,1,398,348,544
448,YW1-0215S,1,448,158,322
449,YW1-0218S,1,788,300,37
450,YW1-0218S,1,195,48,311
451,YW1-0218S,1,659,358,480
452,YW1-0218S,1,970,536,174
453,YW1-0218S,1,612,373.5,37
454,YW1-0218S,1,2331,377,468
455,YW1-0218S,1,895.5,337.8,191
456,YW1-0215S,1,338,198,543
457,YW1-0218S,1,1768,558,319
458,YW1-0218S,1,1021,430,227
459,YW1-0218SD,1,2048,58,138
460,CBZP-0218S,1,268,248,226
461,YW1-0218S,1,465,394.5,228
462,YW1-0218S,1,2338,327,223
463,NJYH-0215S,1,238,78,404
464,YW1-0218S,1,361,328,469
465,YW1-0218S,1,2269,318,37
466,YW1-0218S,1,707,510,350
467,QKQ-0215S,1,338,158,118
468,YW1-0218S,1,840,518,34
470,YW1-0215S,1,629,132.5,541
471,YW1-0218S,1,447,484,35
472,YW1-0218S,1,810,58,127
473,YW1-0218S,1,1768,558,319
474,YW1-0218S,1,362,345,469
475,YW1-0215S,1,724,52.5,515
476,YW1-0218S,1,518,243,3
477,YW1-0215S,1,748,731.5,38
479,YW8-0218S,1,386,147,394
480,YW1-0218S,1,398,328,430
481,YW1-0218S,1,629,277.5,120
482,YW1-0215S,1,488,158,386
484,YW1-0218S,1,362,58,469
485,5-0218S,1,781,466.5,222
486,YW1-0218S,1,410,378,481
487,YW1-0218S,1,2388,548,516
488,YW1-0215S,1,354,489,36
489,YW1-0215S,1,488,198,36
490,YW1-0215S,1,488,198,36
491,YW1-0218S,1,399,348,544
492,YW1-0218SD,1,455,579,471
493,YW1-0218S,1,657.4,369.5,191
494,YW1-0215S,1,381,439,311
495,YW1-0218S,1,361,326,469
496,YW1-0218S,1,821,577,387
497,YW1-0215S,1,348,612,512
498,YW1-0218S,1,361,298,426
499,QKQ-0218S,1,395,156,130
500,YW1-0218S,1,522.5,560,130
501,YW1-0218S,1,395,48,319
502,YW1-0218S,1,261,719,37
503,YW1-0218SD,1,2423,578,542
504,YW1-0218S,1,298,328,469
505,QKQ-0218S,1,792,425.5,128
506,QKQ-0218S,1,1914,390,131
508,YW1-0215S,1,599.5,731.5,38
509,YW1-0218S,1,873,338,222
510,YW1-0218SD,1,2218,58,127
511,YW1-0218SD,1,812,296,37
512,YW1-0218S,1,512,379,228
513,YW1-0218S,1,2098,580,387
514,YW1-0218S,1,901.5,377,118
515,YW1-0218S,1,379,526,516
516,YW1-0218S,1,423,558,320
517,YW1-0218S,1,2378,598,513
518,QKQ-0215S,1,438,118,130
519,YW1-0215S,1,2341,440.5,543
520,YW1-0218S,1,781,297,515
521,YW1-0218S,1,407,368,190
522,YW1-0218S,1,600.5,510,190
523,YW1-0218S,1,305,369.5,191
524,YW1-0218S,1,753,58,483
525,YW1-0218S,1,614.5,365.5,38
526,YW1-0215S,1,438,198,35
527,YW1-0218S,1,838,559,130
528,YW1-0218S,1,1573,314,485
529,YW1-0215S,1,2237,462,222
530,YW1-0218S,1,302,394,392
531,YW1-0218S,1,177,198,386
532,YW1-0215S,1,609,212.5,140
533,YW1-0215S,1,198,850,322
534,YW1-0215S,1,1442,815,71
535,YW1-0218S,1,459,58,36
536,CBZP-0218S,1,231,247,226
537,YW1-0218S,1,2078,530,322
538,YW1-0215S,1,418,786,541
539,YW1-0218S,1,913,526,516
541,YW1-0218S,1,913.5,339,191
542,XXB-0218S,1,402,524,227
543,YW1-0218S,1,362,58,469
544,YW1-0218S,1,962,58,319
545,YMH-0218S,1,1257.5,598,371
546,YW1-0218S,1,871,577,348
547,YW1-0218S,1,498.5,580,387
549,YW1-0218S,1,761,317,426
550,YW1-0218S,1,703,58,38
551,YW1-0215S,1,351.5,810,127
552,YW1-0215S,1,438,158,317
553,YW1-0218S,1,402,577,227
554,YW1-0218S,1,906,993,191
555,YW1-0218S,1,533,530,350
556,YW1-0215S,1,844.5,770,482
557,YW1-0218S,1,627,760,38
558,5-0218S,1,467,239,222
559,YW8-0218S,1,1698,38,394
560,YW1-0215S,1,2001,941,427
561,YW1-0218S,1,359,327,425
562,YMH-0218SD,1,378.5,559,371
563,YW1-0218S,1,298,430,57
564,YW1-0218S,1,871,330,127
565,YW1-0215S,1,2326,851,540
566,YW1-0215S,1,1883,971,174
567,YW1-0218S,1,821,579,387
568,YW1-0218S,1,1902,38,424
569,YW1-0218S,1,756,218,34
570,YW1-0218S,1,927,329,226
571,QKQ-0218S,1,504.5,390,131
572,YW1-0218S,1,2365,56,225
573,YW8-0218S,1,838,398,394
574,YW1-0218S,1,1173,58,193
575,YW1-0218S,1,827,348,467
576,YW1-0218S,1,408,368,190
577,YW1-0218SD,1,998,148,471
578,YW1-0225S,1,2148,398,404
579,QKQ-0218SD,1,2384,395,469
580,YW1-0218S,1,760,378,141
581,YW1-0218S,1,841,594,34
582,YW1-0215S,1,438,158,541
583,YW1-0218S,1,324,48,131
584,YW1-0218S,1,451.5,358,228
585,YW1-0215S,1,901.5,859,539
586,YW1-0218S,1,362,345,469
587,YW1-0218SD,1,1972,555,138
588,YW1-0215S,1,703,172.5,264
589,YW1-0215S,1,388,118,514
590,YW1-0215S,1,438,158,311
591,YW1-0215S,1,479.5,871,127
592,YW1-0215S,1,2001,371,428
593,QKQ-0218S,1,831,395,469
594,QKQ-0218S,1,934.5,439,539
595,YW1-0218S,1,457,579,35
596,NJYH-0215S,1,336.5,439,427
597,YW1-0215S,1,726,439,319
598,YW1-0215S,1,456,339,543
599,YW1-0218S,1,462,339,222
600,YW1-0218S,1,468.5,578,348
601,YW1-0218S,1,871,349,127
602,XXB-0218S,1,657.5,394,141
603,YW1-0218S,1,498,560,131
604,YW1-0218S,1,482,326,223
605,YW1-0218SD,1,2326,577,540
606,YW1-0218S,1,479.5,139,319
607,YW1-0218S,1,445,579,225
608,YW1-0215S,1,398,118,138
609,YW1-0215S,1,389.5,652,395
610,YW1-0218S,1,634.5,443.5,36
611,YW1-0215S,1,243,92.5,514
612,YW1-0218S,1,2193,285,192
613,YW1-0218S,1,368,536,542
614,YW1-0218S,1,788,300,37
615,YW1-0215S,1,801.5,727,37
616,QKQ-0218S,1,2277,381,225
617,YW1-0215S,1,438,158,34
618,YW1-0218S,1,761,558,483
619,YW1-0218S,1,597,56,225
620,YW1-0215S,1,802,132.5,322
621,YW1-0218S,1,479,98,317
622,YW1-0218S,1,948,569,36
623,YW1-0218S,1,948,569,36
624,CBZP-0218S,1,1892,247,226
625,YW1-0218S,1,612,58,512
626,YSH-0218S,1,668,198,483
627,YW1-0218S,1,1871,760,38
628,YW1-0218S,1,2398,298,512
629,YW1-0218S,1,2341,108.4,543
630,YW1-0215S,1,2121,912,484
631,YW1-0218S,1,395,48,138
632,5-0218S,1,503,508.3,311
633,YW1-0218S,1,973,378,480
634,YW1-0218S,1,762,328,469
635,YW1-0218S,1,950.5,268,71
636,YW1-0218S,1,871,577,348
637,YW1-0218S,1,871,577,348
638,YW1-0218S,1,2098,580,387
639,YW1-0215S,1,148,769,141
640,YW1-0215S,1,438,158,312
641,YW1-0215S,1,629,132.5,541
642,YW1-0218S,1,484,48,35
643,QKQ-0218S,1,1498,38,21
644,YW1-0218S,1,751,719,37
645,YW1-0218S,1,630,277.5,120
646,YW1-0215S,1,1712,478.5,317
647,YW1-0218S,1,781,297,515
648,YW1-0218S,1,720,540,139
649,YW1-0218S,1,900,328,284
650,YW1-0218S,1,603.5,580,190
651,QKQ-0215S,1,323,92.5,131
652,YW1-0218S,1,703,269,38
653,YW1-0218S,1,2388,328,425
654,YW1-0215S,1,388,118,514
655,YW1-0218S,1,151,48,135
656,QKQ-0215S,1,288,118,122
657,QKQ-0215S,1,288,118,122
658,YW1-0218S,1,2268,558,319
659,QKQ-0215S,1,324,439,130
660,YW1-0215S,1,438,158,542
661,YW1-0218S,1,973.5,397.5,480
662,YW1-0218S,1,298,300,37
663,YW1-0218S,1,361,326,469
664,YW1-0215S,1,358,781,515
665,YW1-0218S,1,1561,58,482
666,QKQ-0215S,1,438,118,131
667,YW1-0218S,1,748,38,404
668,YW1-0218S,1,1890,58,226
669,YW1-0215S,1,398,118,138
671,YW1-0218S,1,993,389,191
672,QKQ-0218S,1,642.5,285.5,122
673,YW1-0218S,1,707,529,350
674,YW1-0215S,1,438,158,34
675,QKQ-0215S,1,323,92.5,130
676,YW1-0218S,1,512,407,543
677,YW1-0218S,1,305,370,191
678,QKQ-0218S,1,1709,469,225
679,YW1-0215S,1,302,480,392
680,YW1-0218S,1,2198,38,36
681,YW1-0215S,1,386,172.5,222
683,YW1-0218S,1,762,577,483
684,YW1-0218S,1,812,58,37
685,YW1-0225S,1,948,558,120
686,YW1-0218S,1,410,58,36
687,YW1-0215S,1,288,198,222
688,CBZP-0218S,1,231,227.5,226
689,YW1-0215S,1,388,118,135
690,5-0218S,1,1726,508.3,311
691,NJYH-0218S,1,403,275.5,427
692,YW1-0218S,1,270,329,351
693,YW1-0215S,1,331.5,934,481
694,YW1-0218S,1,794,198,140
695,YW1-0218S,1,2435,38,541
696,YW1-0218S,1,838,58,130
697,YW1-0218S,1,748,536,542
698,5-0218S,1,342,214.5,386
699,5-0218S,1,708,400,515
700,YW1-0218S,1,2323,379,481
701,YW1-0218S,1,655,48,541
702,QKQ-0215S,1,438,118,131
703,YW1-0225S,1,2148,398,404
704,YW1-0218S,1,2398,308,71
705,YW1-0218S,1,348,529,350
706,YW1-0218S,1,361,326,469
707,YW1-0218S,1,461,195,311
708,YW1-0218S,1,1822,347,284
709,YW1-0218S,1,512,58,228
710,5-0218S,1,783.5,461.5,351
711,YW1-0218S,1,647,597,513
712,YW1-0218S,1,761,378,482
713,YW8-0218S,1,1698,38,394
714,QKQ-0218S,1,395,156,130
715,YW1-0218S,1,798,380,140
716,5-0218S,1,815,442,310
717,YW1-0218SD,1,1558,58,139
718,YW1-0218S,1,195,48,312
719,QKQ-0218S,1,434.5,390,131
720,QKQ-0218S,1,2398,54,469
721,YW1-0218S,1,1442,307,71
722,YW1-0218S,1,781,58,515
723,YW1-0218S,1,911,410,484
724,YW1-0218S,1,1173,287,173
725,YW1-0218S,1,780,528,350
726,5-0218S,1,315,158,514
727,QKQ-0218S,1,465,445,348
728,YW1-0215S,1,2244,918,225
729,YW1-0218S,1,751,719,37
730,YW1-0218S,1,757.5,248,173
731,YW1-0218S,1,347,528,350
732,YW1-0218SD,1,1542,557,311
733,YW1-0218S,1,498,721,139
734,5-0218S,1,781,466.5,222
735,YW1-0218SD,1,612,373.5,37
736,YW1-0218S,1,417,577,190
737,YW1-0218S,1,376,58,516
738,YW1-0218S,1,2428,38,223
739,YW1-0218SD,1,2423,578,540
740,YW1-0218S,1,922,308,222
741,QKQ-0218S,1,544,420,127
742,YW1-0218S,1,1130,38,467
743,YW1-0218S,1,598,218,386
744,YW1-0215S,1,292,489,386
745,YW1-0218S,1,782,506,228
746,YW1-0218S,1,2331,58,468
747,5-0218S,1,485,515,424
748,YSH-0215S,1,597,439,483
749,YW1-0218S,1,1161,58,228
750,YW1-0218S,1,426.5,348,544
751,YW1-0218S,1,2438,38,543
752,YW1-0218S,1,750,558,193
753,YW1-0218S,1,1300,58,310
754,YMH-0218SD,1,378.5,579,371
755,YW1-0218SD,1,1948,580,471
756,YW1-0218S,1,348,348,469
757,YW1-0218S,1,362,58,469
758,YW1-0218S,1,862,58,481
759,YW1-0225S,1,359.5,378,404
760,YW1-0218SD,1,703,58,513
761,YW1-0218S,1,1362,317,386
762,QKQ-0218S,1,2371,407,541
763,YW1-0218S,1,660,38,480
