item_id,item_material,item_num,item_length,item_width,item_,order
186,HT9-0218S,1,888.5,347,order,497
187,YSH-0218S,1,921,402,order,159
188,NBSY-0218S,1,706.5,350.5,order,61
189,HT9-0218S,1,370,308,order,496
190,HT9-0215S,1,568,92.5,order,237
191,HT9-0218S,1,769,358,order,466
192,HT9-0218S,1,534,272.5,order,237
193,XXB-0215S,1,388,158,order,83
194,HT9-0218S,1,302,58,order,237
195,HT9-0218S,1,783,577,order,235
196,YMH-0218S,1,560.5,360.3,order,496
197,NHQL-0215S,1,581.5,92.5,order,486
198,YW10-0215S,1,701.5,360,order,450
199,HT9-0218S,1,1128,348,order,470
200,NHJB-0218S,1,1818,58,order,561
201,HT9-0218S,1,590,58,order,237
202,HT9-0215S,1,707,489,order,156
203,HT9-0215S,1,662,770,order,466
204,GDMY-0218S,1,521,398,order,58
205,YSH-0218S,1,743,198.5,order,158
206,YW10-0218S,1,447,560,order,85
207,NHQL-0218S,1,488,485,order,287
208,HT9-0218S,1,1012,579,order,469
209,YMH-0218S,1,2098,503,order,469
210,NSLH-0218S,1,762,78,order,560
211,NBSY-0218S,1,407,277.5,order,60
212,YW10-0218S,1,2353,328,order,205
213,NHQL-0218S,1,821,58,order,220
214,JH-0218S,1,246,568,order,63
216,HT9-0218S,1,712,327,order,496
217,NHQL-0218S,1,912,529,order,603
218,YW10-0225S,1,317,396.5,order,450
219,HT9-0218S,1,760,308,order,329
220,XXB-0215S,1,344,489,order,312
221,HT9-0218S,1,801,579,order,467
222,NHQL-0218S,1,361,508,order,603
223,YW10-0218S,1,498.5,550,order,91
224,NHQL-0215S,1,582.5,489,order,486
225,YW10-0218S,1,706,279,order,86
226,XXB-0215S,1,488,78,order,319
227,XXB-0215S,1,357.5,489,order,319
228,NHQL-0218S,1,410,556,order,250
229,NBSY-0218S,1,971,297,order,60
230,NHQL-0218S,1,812,58,order,603
231,NHQL-0218S,1,1273,248,order,519
232,QKQ-0218S,1,524.5,383.8,order,201
233,XXB-0215S,1,651,239,order,86
234,NHQL-0218S,1,312,277,order,517
235,XXB-0218SD,1,2418,58,order,449
236,NJYH-0218S,1,495,395,order,91
237,NHQL-0215S,1,459.5,904,order,520
238,XXB-0215S,1,388,238,order,316
239,HT9-0215S,1,468.5,816,order,234
240,PKQL-0418S,1,266.5,393.5,order,105
241,HT9-0218S,1,370,518,order,237
242,HT9-0218S,1,441,546,order,475
243,HT9-0218S,1,882,58,order,468
244,XXB-0215S,1,483,132.5,order,83
245,YW8-0218S,1,803,193.5,order,4
246,CGYM-0218S,1,462,379,order,316
247,CGYM-0218S,1,462,379,order,316
248,QKQ-0215S,1,655,132.5,order,603
249,YMH-0218S,1,560.5,360.3,order,496
250,NBSY-0218S,1,388.5,342.5,order,60
251,NHJB-0215S,1,488,118,order,561
252,HT9-0215S,1,2301,632,order,231
253,HT9-0218S,1,847,583,order,319
254,NHQL-0218S,1,762,327,order,563
255,CGYM-0218S,1,2020,437,order,316
256,NHQL-0218S,1,361,508,order,603
257,HT9-0218S,1,638,38,order,237
259,YW10-0218S,1,2161,298,order,86
260,NHQL-0218S,1,458,397.5,order,574
261,NHQL-0218S,1,677,529,order,219
262,YW10-0218S,1,848,470,order,458
263,NBSY-0215S,1,1247,722,order,60
264,XXB-0218S,1,2109,372.5,order,155
265,HT9-0218S,1,1473,370,order,231
266,CBZP-0218S,1,298,368,order,174
267,YW10-0218S,1,930,358,order,424
269,NHQL-0215S,1,2251,912,order,603
270,YW10-0218S,1,706,279,order,86
271,NJBB-0218S,1,933,469,order,561
272,NHQL-0225S,1,461,373,order,287
273,YSH-0218S,1,668,545,order,160
274,NHJB-0218S,1,877,343,order,269
275,HT9-0218S,1,237,58,order,472
276,HT9-0218S,1,517,367,order,237
277,YW10-0218S,1,509.5,577,order,202
278,GDMY-0215S,1,690,132.5,order,58
279,NHJB-0218S,1,705,163,order,561
280,YW10-0218S,1,1382,579,order,85
281,NHQL-0218S,1,420,316.5,order,574
282,YW10-0218S,1,1048,58,order,203
283,YSH-0218S,1,402,249,order,159
284,NHQL-0218S,1,479,508,order,219
285,NHQL-0215S,1,488,198,order,250
286,YW10-0218S,1,356,38,order,424
287,YW10-0215S,1,2201,484,order,92
288,XXB-0215S,1,288,118,order,174
289,NBSY-0218S,1,898,38,order,61
290,HT9-0218S,1,711,327.5,order,470
291,NHQL-0218S,1,448,558,order,250
292,HT9-0218S,1,632,58,order,231
293,CGYM-0225S,1,2058,458,order,316
294,CGYM-0218S,1,294.5,437,order,316
295,YMH-0218S,1,696.5,453.8,order,497
296,HT9-0218S,1,322,328,order,497
297,HT9-0218S,1,962,277,order,232
298,NHQL-0225S,1,460,373,order,287
299,HT9-0218S,1,898,58,order,468
300,HT9-0218S,1,846,564,order,319
301,HT9-0218S,1,651,610,order,303
302,YW10-0218S,1,758,308,order,200
303,YW10-0218S,1,765,308,order,200
304,HT9-0218S,1,2368,328,order,496
305,YW10-0218S,1,761,867,order,424
306,CBZP-0218S,1,298,368,order,174
307,HT9-0218S,1,414.5,564,order,319
308,YW10-0218S,1,998,310,order,92
309,HT9-0218S,1,314,38,order,235
310,YW10-0218S,1,1122,729,order,217
311,NHQL-0218S,1,361,508,order,603
312,NHQL-0218S,1,380,58,order,121
313,HT9-0218S,1,331,296,order,232
314,NHQL-0215S,1,2101,904,order,520
315,NHQL-0225S,1,2198,578,order,517
316,NJYH-0218S,1,815,395,order,563
317,QKQ-0215S,1,288,198,order,518
318,YW10-0218S,1,2182,577.5,order,84
319,YW10-0218S,1,1541,327,order,200
320,HT9-0218S,1,464,378.8,order,237
321,NHQL-0218S,1,811,761,order,519
323,NBSY-0218S,1,628,78,order,61
324,HT9-0218S,1,347,128,order,470
325,QKQ-0218S,1,2014,383.8,order,201
326,NHQL-0218S,1,1273,248,order,519
327,HT9-0218S,1,743,98,order,231
328,YW10-0218S,1,723,428,order,83
329,HT9-0218S,1,474.5,415,order,236
330,HYBW-0218S,1,1378,598,order,565
331,YMH-0218S,1,696.5,453.8,order,497
332,HT9-0218S,1,1797,328,order,497
333,HT9-0218S,1,2098,290,order,475
334,NHJB-0218S,1,588,572,order,269
335,NHQL-0218S,1,761,308,order,563
336,HT9-0218S,1,841,83,order,237
337,QKQ-0215S,1,364,439,order,204
338,HT9-0218S,1,1998,58,order,496
339,NHQL-0218S,1,617,278,order,517
340,HT9-0215S,1,288,158,order,154
342,HT9-0215S,1,488,158,order,497
343,HT9-0218S,1,771,58,order,154
344,HT9-0218S,1,2081,579,order,236
345,NJBB-0218S,1,398,278,order,312
346,HT9-0218S,1,1781,348,order,497
347,HT9-0218S,1,680,278,order,232
348,HT9-0218S,1,973,328,order,329
349,YW10-0215S,1,435,777,order,205
350,XXB-0218S,1,2062,58,order,312
351,NJBB-0218S,1,361,830,order,312
352,JH-0218S,1,246,568,order,63
353,YW10-0218S,1,1382,577.5,order,85
354,YMH-0218SD,1,444,443,order,469
356,HT9-0218S,1,2418,58,order,237
357,ZYF-0218S,1,723,477.5,order,418
358,HT9-0215S,1,797,132.5,order,474
359,NHQL-0218S,1,361,527,order,604
360,NHQL-0218S,1,1998,580,order,220
361,HT9-0218S,1,2292,58,order,236
362,HT9-0218S,1,2196,58,order,236
363,YW10-0218S,1,1618,398,order,450
364,NHQL-0218S,1,660,58,order,517
365,HT9-0218S,1,373.5,348,order,497
366,HT9-0218S,1,1498,128,order,470
367,NJYH-0215S,1,504,489,order,565
368,YMH-0218S,1,448,503,order,469
369,QKQ-0218S,1,524.5,383.8,order,201
370,YW10-0218S,1,740,708,order,217
371,QKQ-0215S,1,754,289,order,518
372,NHJB-0218S,1,528,841,order,561
373,NHJB-0218S,1,841,88,order,561
374,JH-0218S,1,573,216,order,83
375,HT9-0218S,1,2098,558,order,474
376,CGYM-0215S,1,991,462,order,316
377,XXB-0218S,1,1998,98,order,220
378,HT9-0215S,1,488,158,order,497
379,NJBB-0215S,1,438,238,order,561
380,HT9-0215S,1,363,172.5,order,482
381,HT9-0218S,1,170,568,order,237
382,HT9-0215S,1,599.5,821,order,191
383,YMH-0218S,1,2034,384,order,467
384,YW10-0218S,1,733.1,58,order,424
386,NHQL-0218S,1,691,477,order,574
387,YW10-0218S,1,811,622.5,order,458
388,NHJB-0218S,1,463.5,379,order,561
389,HT9-0218S,1,841,555,order,237
390,YW10-0215S,1,898,787,order,205
391,HT9-0218S,1,1658,398,order,471
392,HT9-0218S,1,474.5,441.5,order,236
393,YW10-0218S,1,1517,559,order,201
394,NHJB-0218S,1,571,542,order,269
395,NHQL-0218S,1,420,376.5,order,574
396,NHQL-0218S,1,459.5,329,order,520
397,NHQL-0218S,1,980,558,order,565
398,YW10-0218S,1,1001,299,order,86
399,LMW-0218S,1,898,237,order,159
400,HT9-0218S,1,562,728,order,240
401,NJYH-0218S,1,682,413,order,121
402,HT9-0218S,1,760,327,order,329
403,YW10-0215S,1,480,771,order,91
404,XXB-0215S,1,484,389,order,83
405,YSH-0215S,1,488,198,order,160
406,CGYM-0218S,1,598,330,order,316
407,CGS-0218S,1,415,412.5,order,450
408,PSXH-0418S,1,684,370.5,order,424
409,CGYM-0218S,1,1598,78,order,316
410,GDMY-0218S,1,400,259,order,58
411,HT9-0218S,1,1194,495,order,237
412,YW10-0218S,1,1618,299,order,450
413,NHQL-0218S,1,438,98,order,520
414,HT9-0218S,1,821,579,order,191
415,NHQL-0218S,1,822,58,order,485
416,YMH-0218S,1,778,453.8,order,497
417,HT9-0215S,1,355,888.5,order,497
418,XXB-0218S,1,1934,421,order,220
419,HT9-0218S,1,783,578,order,235
420,YMH-0218S,1,448,503,order,469
421,HT9-0218S,1,841,555,order,237
422,YW10-0218S,1,666,58,order,204
423,HT9-0218S,1,379,728,order,240
424,XXB-0218S,1,1619.5,276.5,order,221
425,NHJB-0218S,1,1970,58,order,561
426,HT9-0218S,1,460,58,order,323
427,NHQL-0215S,1,2251,762,order,604
428,PBWS-0418S,1,996.5,360.5,order,86
429,NHQL-0218S,1,942,392,order,287
430,NJHL-0218S,1,798,38,order,61
431,HT9-0215S,1,2001,871,order,469
432,HT9-0218S,1,322,328,order,497
433,HT9-0218S,1,898,398,order,482
434,NHQL-0215S,1,353,132.5,order,250
436,PSHL-0418S,1,844.5,294,order,240
437,HT9-0215S,1,707,489,order,156
438,NHQL-0218S,1,766,38,order,121
439,HT9-0218S,1,370,308,order,496
440,NHJB-0218S,1,1437,58,order,561
441,HT9-0218S,1,425,395,order,474
442,HT9-0215S,1,350.5,898,order,174
443,CGYM-0218S,1,1028,380,order,316
444,HT9-0215S,1,195,579,order,154
445,CGYM-0215S,1,991,462,order,316
447,HT9-0218S,1,1797,328,order,497
448,HT9-0218S,1,1198,370,order,237
449,GDMY-0218S,1,847,575,order,58
450,GDMY-0215S,1,438,158,order,58
451,YW10-0218S,1,771,549,order,91
452,HT9-0218S,1,2328.5,153.5,order,303
453,NHJB-0218S,1,2224,58,order,269
454,HT9-0218S,1,362,58,order,174
455,NJBB-0215S,1,656.5,811,order,312
456,LMW-0218S,1,227,370,order,158
457,NHQL-0218S,1,395,306,order,566
458,YW10-0218S,1,798,357,order,424
459,YW10-0218S,1,880,328,order,382
460,NHQL-0215S,1,1901,821,order,220
461,NHJB-0218S,1,588,572,order,269
462,YW10-0218S,1,811,328.5,order,458
463,YW10-0215S,1,261.5,907.5,order,206
464,YSH-0215S,1,776,489,order,160
465,XXB-0218S,1,594,366,order,316
466,XXB-0215S,1,541,92.5,order,382
467,YW10-0218S,1,997,310,order,92
468,YW10-0218S,1,997,310,order,92
469,XXB-0215S,1,318.5,52.5,order,154
470,YW10-0218S,1,777,58,order,205
471,QKQ-0218S,1,2284,395,order,604
472,HT9-0218S,1,548,58,order,472
473,GDMY-0218SD,1,577,58,order,58
474,HT9-0218S,1,498.5,290,order,475
475,NHQL-0218S,1,370,508,order,604
476,HT9-0218S,1,671,358,order,232
477,GDMY-0215S,1,338,158,order,59
478,HT9-0218S,1,362,58,order,156
479,HT9-0218S,1,2338,588,order,237
480,HT9-0218S,1,468.5,579,order,234
481,HT9-0215S,1,488,158,order,497
482,XXB-0218S,1,779,168,order,174
483,HT9-0218S,1,2114,441.5,order,236
484,JH-0218S,1,502,477,order,66
485,NHQL-0215S,1,488,118,order,486
486,ZYF-0218S,1,729,457.5,order,418
487,MNH-0215S,1,488,118,order,58
488,XXB-0215S,1,668.4,289,order,424
489,XXB-0215S,1,526,132.5,order,83
490,HT9-0218S,1,863,560,order,236
491,HT9-0225S,1,984,577,order,474
492,NHQL-0218S,1,796,577,order,250
493,HT9-0218S,1,2098,580,order,469
494,HT9-0215S,1,1797,1007,order,497
495,5-0218S,1,463,466,order,475
497,NHJB-0218S,1,2108,58,order,561
498,HT9-0218S,1,351.5,517,order,237
499,NHQL-0218S,1,380,747,order,121
500,HT9-0218S,1,482,48,order,469
501,HT9-0218S,1,421,58,order,469
502,NHQL-0215S,1,272.5,489,order,219
503,XXB-0218S,1,437.5,149,order,319
504,QKQ-0218SD,1,881,387.5,order,200
507,HT9-0218S,1,618,580,order,191
508,XXB-0218S,1,2291,438.5,order,319
509,YW10-0218S,1,483,308,order,92
510,HT9-0215S,1,431,767,order,237
511,HT9-0218S,1,2063.5,430,order,237
512,QKQ-0218S,1,434.5,407.5,order,250
513,QKQ-0218SD,1,2014,340.8,order,204
514,XXB-0215S,1,488,118,order,312
515,GDMY-0218S,1,522,417,order,58
516,HT9-0218S,1,716,318,order,497
517,YMH-0218S,1,834,454,order,468
518,NHQL-0225S,1,461,373,order,287
519,QKQ-0218S,1,444,151.5,order,204
520,QKQ-0218SD,1,881,387.5,order,200
521,YW10-0218S,1,224,397,order,450
522,YMH-0218SD,1,444.5,444,order,469
523,NHJB-0218S,1,1218,58,order,561
524,YW10-0218S,1,813,38,order,205
525,NHQL-0215S,1,724.5,720,order,518
526,HT9-0218S,1,2098,558,order,474
527,NHQL-0218S,1,544,329,order,220
528,HT9-0215S,1,324,489,order,497
529,HT9-0215S,1,288,158,order,154
530,5-0218S,1,981,174,order,474
531,YDBS-0218S,1,1013,984,order,474
532,XXB-0215S,1,488,118,order,312
533,NJBB-0218S,1,390,538,order,312
534,NHQL-0215S,1,438,118,order,485
535,HT9-0215S,1,2001,801,order,467
536,HT9-0218S,1,322,328,order,497
537,YW10-0218S,1,2098,58,order,203
538,YSH-0218S,1,402,249,order,159
539,YSH-0218S,1,958,250,order,159
540,QKQ-0218S,1,843,242,order,518
541,HT9-0218S,1,1918,58,order,497
542,NHQL-0218S,1,2418,58,order,519
543,MNH-0215S,1,341,489,order,58
544,NHQL-0215S,1,2251,812,order,603
545,HT9-0218S,1,2196,58,order,236
546,YW10-0215S,1,2001,711,order,82
547,NHQL-0218S,1,282,214.5,order,519
548,NHJB-0218S,1,588,572,order,269
549,NHQL-0215S,1,338,78,order,517
550,XXB-0218SD,1,698,98,order,449
551,HT9-0218S,1,598,841,order,237
552,NHQL-0225S,1,461,373,order,287
553,HT9-0218S,1,1366,295,order,232
554,YW10-0218S,1,758,98,order,86
555,QKQ-0218S,1,738,374,order,518
556,NHQL-0218S,1,488,68,order,574
557,XXB-0218S,1,1934,420.5,order,220
558,HT9-0215S,1,488,158,order,497
559,YW10-0215S,1,516.5,702,order,82
560,QKQ-0218SD,1,275,463.3,order,206
561,HT9-0218S,1,1362,565,order,475
562,YW10-0218S,1,770,530,order,91
563,GDMY-0218S,1,698,866,order,59
564,NJYH-0218S,1,826,413,order,121
565,CGYM-0218S,1,704,329,order,316
567,YW10-0218S,1,224,378,order,450
568,HT9-0218S,1,431,738.5,order,237
569,YW10-0218S,1,832,677,order,457
570,XXB-0218S,1,2291,438.5,order,319
571,XXB-0218S,1,349.5,420,order,220
572,NJBB-0215S,1,438,238,order,561
573,HT9-0215S,1,2081,419,order,236
574,YW10-0215S,1,2301,707,order,86
575,YW10-0218S,1,1878,58,order,202
576,YW10-0218S,1,694,279,order,86
577,HT9-0218S,1,401.5,377,order,471
578,HT9-0218S,1,1460,58,order,470
579,HT9-0218S,1,676,346,order,232
580,GDMY-0215S,1,430,460,order,59
581,HT9-0218S,1,2103,58,order,237
582,XXB-0215S,1,383,92.5,order,450
583,YGF-0218S,1,315,328,order,418
584,NHQL-0215S,1,351.5,420,order,574
585,LMW-0218S,1,1458,369,order,158
586,NHQL-0218S,1,374,347,order,519
587,HT9-0218S,1,717,644,order,155
588,NHJB-0218S,1,2353,58,order,561
589,YW10-0218S,1,224,378,order,450
590,HT9-0218S,1,680,378,order,466
591,HT9-0218S,1,217,58,order,472
592,HT9-0218S,1,1738,58,order,467
593,HT9-0218S,1,1198,370,order,237
594,HT9-0215S,1,401.5,760,order,471
595,YGF-0218SD,1,658,444,order,418
596,XXB-0218S,1,517,423,order,155
597,YW10-0218S,1,560,327,order,382
598,NHQL-0218S,1,397,579,order,220
599,YSH-0218S,1,1932,386.5,order,156
600,XXB-0218S,1,153.5,538,order,312
601,QKQ-0218SD,1,524.5,359,order,202
602,YW10-0218S,1,771,549,order,91
603,NHJB-0218S,1,588,572,order,269
604,HT9-0218S,1,2196,579,order,236
605,JH-0218S,1,527.5,478,order,66
606,YW10-0218S,1,992,558,order,203
607,HT9-0215S,1,364,339,order,482
609,HT9-0218S,1,503.5,327,order,155
610,NJYH-0218S,1,831,508.5,order,92
611,HT9-0218S,1,880,348,order,174
612,XXB-0215S,1,527,389,order,83
613,YW10-0215S,1,507.5,662.5,order,204
614,YW10-0215S,1,507.5,662.5,order,204
615,HT9-0218S,1,2198,580,order,191
616,HT9-0218S,1,898,448,order,468
617,GDMY-0215S,1,438,158,order,58
618,NSLH-0218S,1,762,297,order,560
619,YW10-0218S,1,862,307.5,order,204
620,HT9-0218S,1,631,348,order,231
621,YW10-0215S,1,602,795,order,205
622,YW10-0218S,1,694,279,order,86
623,YW10-0218S,1,498.5,38,order,423
624,HT9-0218S,1,558,443,order,236
625,XXB-0215S,1,651,239,order,86
626,HT9-0218S,1,719,308,order,470
627,YSH-0215S,1,288,158,order,158
628,HT9-0218S,1,1658,448,order,468
629,5-0218S,1,495,459.5,order,475
630,HT9-0218S,1,1968,55,order,174
631,NBSY-0218S,1,1008,298,order,60
632,NJHL-0218S,1,798,258,order,61
633,QKQ-0215S,1,388,158,order,604
634,NJBB-0218S,1,819,538,order,312
635,XXB-0215S,1,338,118,order,450
636,YSH-0215S,1,1326,459.5,order,160
637,YW8-0218S,1,1172.5,528,order,4
638,NHQL-0218S,1,1998,330,order,220
639,CGS-0218S,1,1934,412.5,order,450
640,YW10-0218S,1,2294,38,order,424
641,HT9-0218S,1,1551,443,order,236
642,XXB-0215S,1,338,158,order,450
643,GDMY-0218SD,1,522,58,order,58
644,HT9-0215S,1,1638.5,882,order,468
645,YDBS-0215S,1,1120.5,882,order,468
646,HT9-0215S,1,654.5,721,order,296
647,YW10-0218S,1,360,557,order,450
648,HT9-0218S,1,1012,58,order,469
649,HT9-0218S,1,918,58,order,468
650,NJBB-0218S,1,1536,278,order,312
651,NHQL-0218S,1,762,508,order,604
652,MNH-0215S,1,160.5,382,order,58
653,NHQL-0218S,1,361,527,order,604
654,HT9-0215S,1,288,158,order,154
655,NJBB-0218S,1,664,288,order,561
656,HT9-0218S,1,2196,579,order,236
657,YW10-0215S,1,499.5,863.5,order,204
658,HT9-0218S,1,752,340,order,237
659,HT9-0218S,1,395,560,order,236
660,HT9-0218S,1,1362,565,order,475
661,HT9-0218S,1,636,58,order,469
662,NHJB-0218S,1,841,83,order,561
663,HT9-0218S,1,562,709,order,240
664,HT9-0218S,1,651,610,order,303
665,HT9-0218S,1,464,378.8,order,237
666,HT9-0218S,1,464,378.8,order,237
667,NHQL-0215S,1,517.5,380,order,121
668,HT9-0218S,1,604,160,order,466
669,NHQL-0218S,1,133,557,order,486
670,YW10-0218S,1,706,279,order,86
671,YW10-0218S,1,2217,58,order,86
672,NHQL-0218S,1,691,477,order,574
673,HT9-0218S,1,882,58,order,468
674,XXB-0215S,1,484,389,order,83
675,HT9-0218S,1,1620,377,order,471
676,ZYF-0218S,1,862,327,order,418
