Time_start,Day_start,Time_flight,Time_duty,Time_end,Flight_num,DptrStn_duty,ArrvStn_duty,node_1,node_2,node_3,node_4,node_5,node_6,EmpNo
0.736111111111111,8/11/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,4862,4938,,,,,1
0.3125,8/12/2019,335.000000002328,619.999999998836,0.743055555555555,"FB50,FB247,FB252,FB749,FB750",251,242,4999,5081,5164,5226,5282,,1
0.784722222222222,8/12/2019,95.0000000058208,95.0000000058208,0.850694444444445,"FB617",242,261,5349,,,,,,1
0.315972222222222,8/13/2019,360,590.000000005821,0.725694444444445,"FB502,FB735,FB1863,FB1862",261,252,5460,5545,5607,5709,,,1
0.802083333333333,8/13/2019,90,229.999999995343,0.961805555555555,"FB686,FB8569",252,241,5824,5875,,,,,1
0.00347222222222222,8/14/2019,354.999999983702,720,0.503472222222222,"FB8559,FB1000,FB293,FB294,FB21",241,241,5880,5882,5889,5965,6036,,1
0.541666666666667,8/14/2019,214.999999998836,445.000000004657,0.850694444444445,"FB26,FB749,FB750,FB617",241,261,6097,6143,6199,6266,,,1
0.315972222222222,8/16/2019,360,590.000000005821,0.725694444444445,"FB502,FB735,FB1863,FB1862",261,252,6838,6923,6985,7088,,,1
0.802083333333333,8/16/2019,90,229.999999995343,0.961805555555555,"FB686,FB8569",252,241,7204,7256,,,,,1
0.00347222222222222,8/17/2019,354.999999983702,720,0.503472222222222,"FB8559,FB1000,FB293,FB294,FB21",241,241,7261,7263,7270,7347,7418,,1
0.541666666666667,8/17/2019,214.999999998836,445.000000004657,0.850694444444445,"FB26,FB749,FB750,FB617",241,261,7479,7526,7583,7650,,,1
0.315972222222222,8/18/2019,360,590.000000005821,0.725694444444445,"FB502,FB735,FB1863,FB1862",261,252,7757,7842,7904,8005,,,1
0.802083333333333,8/18/2019,84.9999999941792,84.9999999941792,0.861111111111111,"FB686",252,242,8119,,,,,,1
0.256944444444444,8/19/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,8172,8345,8434,8488,,,1
0.291666666666667,8/1/2019,414.999999990687,720,0.791666666666667,"FB94,FB747,FB748,FB253,FB258,FB557",241,275,17,88,145,208,273,349,2
0.822916666666667,8/1/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,418,452,,,,,2
0.149305555555556,8/2/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,455,462,536,597,,,2
0.736111111111111,8/2/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,797,869,,,,,2
0.3125,8/3/2019,295.000000008149,525.000000003492,0.677083333333333,"FB50,FB247,FB252,FB385",251,249,940,1021,1104,1166,,,2
0.850694444444445,8/3/2019,159.999999997672,309.999999994179,0.0659722222222222,"FB390,FB999",249,244,1335,1352,,,,,2
0.149305555555556,8/4/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,1353,1358,1433,1494,,,2
0.736111111111111,8/4/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,1694,1766,,,,,2
0.3125,8/6/2019,380.000000002328,654.999999997672,0.767361111111111,"FB50,FB247,FB252,FB681,FB682",251,242,2277,2358,2441,2501,2563,,2
0.798611111111111,8/6/2019,95.0000000058208,95.0000000058208,0.864583333333333,"FB699",242,266,2629,,,,,,2
0.319444444444444,8/7/2019,395.000000009313,685.000000001164,0.795138888888889,"FB692,FB793,FB796,FB645,FB648",266,242,2735,2817,2893,2948,3022,,2
0.829861111111111,8/7/2019,55.0000000011642,55.0000000011642,0.868055555555555,"FB321",242,255,3105,,,,,,2
0.298611111111111,8/8/2019,199.999999991851,400.000000004657,0.576388888888889,"FB312,FB747,FB748,FB555",255,275,3165,3226,3284,3347,,,2
0.822916666666667,8/8/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,3561,3596,,,,,2
0.149305555555556,8/9/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,3599,3606,3682,3743,,,2
0.736111111111111,8/9/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,3949,4022,,,,,2
0.3125,8/11/2019,335.000000002328,619.999999998836,0.743055555555555,"FB50,FB247,FB252,FB749,FB750",251,242,4547,4630,4712,4774,4832,,2
0.784722222222222,8/11/2019,95.0000000058208,95.0000000058208,0.850694444444445,"FB617",242,261,4899,,,,,,2
0.315972222222222,8/12/2019,360,590.000000005821,0.725694444444445,"FB502,FB735,FB1863,FB1862",261,252,5001,5085,5147,5250,,,2
0.802083333333333,8/12/2019,159.999999997672,379.999999991851,0.0659722222222222,"FB686,FB999",252,244,5365,5419,,,,,2
0.149305555555556,8/13/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,5423,5430,5507,5568,,,2
0.736111111111111,8/13/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,5772,5847,,,,,2
0.3125,8/14/2019,380.000000002328,654.999999997672,0.767361111111111,"FB50,FB247,FB252,FB681,FB682",251,242,5916,5998,6081,6145,6209,,2
0.798611111111111,8/14/2019,95.0000000058208,95.0000000058208,0.864583333333333,"FB799",242,265,6275,,,,,,2
0.315972222222222,8/16/2019,344.999999993015,695.000000002328,0.798611111111111,"FB792,FB19,FB775,FB68,FB37",265,241,6845,6924,6984,7083,7161,,2
0.829861111111111,8/16/2019,65.0000000023283,65.0000000023283,0.875,"FB511",241,261,7226,,,,,,2
0.315972222222222,8/17/2019,360,590.000000005821,0.725694444444445,"FB502,FB735,FB1863,FB1862",261,252,7300,7385,7447,7550,,,2
0.802083333333333,8/17/2019,90,229.999999995343,0.961805555555555,"FB686,FB8569",252,241,7666,7717,,,,,2
0.291666666666667,8/18/2019,199.999999991851,410.000000005821,0.576388888888889,"FB94,FB747,FB748,FB555",241,275,7734,7806,7864,7926,,,2
0.822916666666667,8/18/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,8139,,,,,,2
0.267361111111111,8/19/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,8173,8261,8335,8401,8467,,2
0.416666666666667,8/21/2019,380.000000002328,670.000000004657,0.881944444444445,"FB454,FB253,FB258,FB557,FB558",256,242,9194,9273,9336,9411,9479,,2
0.954861111111111,8/21/2019,159.999999997672,159.999999997672,0.0659722222222222,"FB999",242,244,9514,,,,,,2
0.149305555555556,8/22/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,9517,9524,9600,9661,,,2
0.736111111111111,8/22/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,9860,9932,,,,,2
0.295138888888889,8/1/2019,404.999999989523,699.999999997672,0.78125,"FB412,FB245,FB289,FB68,FB85",241,257,22,91,173,282,351,,3
0.8125,8/1/2019,100.000000001164,100.000000001164,0.881944444444445,"FB717",257,251,406,,,,,,3
0.3125,8/2/2019,380.000000002328,654.999999997672,0.767361111111111,"FB50,FB247,FB252,FB681,FB682",251,242,489,570,653,714,777,,3
0.798611111111111,8/2/2019,95.0000000058208,95.0000000058208,0.864583333333333,"FB699",242,266,843,,,,,,3
0.319444444444444,8/3/2019,395.000000009313,685.000000001164,0.795138888888889,"FB692,FB793,FB796,FB645,FB648",266,242,951,1033,1109,1164,1238,,3
0.829861111111111,8/3/2019,55.0000000011642,55.0000000011642,0.868055555555555,"FB321",242,255,1319,,,,,,3
0.298611111111111,8/4/2019,199.999999991851,400.000000004657,0.576388888888889,"FB312,FB747,FB748,FB555",255,275,1374,1436,1493,1556,,,3
0.822916666666667,8/4/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,1764,,,,,,3
0.256944444444444,8/6/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,2244,2418,2507,2559,,,3
0.791666666666667,8/6/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,2628,2679,,,,,3
0.00347222222222222,8/7/2019,284.999999996508,660.000000003492,0.461805555555556,"FB8559,FB8558,FB531,FB534",241,242,2688,2691,2736,2804,,,3
0.496527777777778,8/7/2019,270,529.999999998836,0.864583333333333,"FB91,FB92,FB699",242,266,2869,2968,3079,,,,3
0.319444444444444,8/8/2019,395.000000009313,685.000000001164,0.795138888888889,"FB692,FB793,FB796,FB645,FB648",266,242,3188,3270,3346,3402,3479,,3
0.829861111111111,8/8/2019,55.0000000011642,55.0000000011642,0.868055555555555,"FB321",242,255,3562,,,,,,3
0.298611111111111,8/9/2019,199.999999991851,400.000000004657,0.576388888888889,"FB312,FB747,FB748,FB555",255,275,3621,3684,3742,3805,,,3
0.822916666666667,8/9/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,4019,,,,,,3
0.256944444444444,8/11/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,4515,4690,4781,4838,,,3
0.791666666666667,8/11/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,4907,4961,,,,,3
0.291666666666667,8/12/2019,199.999999991851,410.000000005821,0.576388888888889,"FB94,FB747,FB748,FB555",241,275,4979,5050,5108,5170,,,3
0.822916666666667,8/12/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,5385,,,,,,3
0.256944444444444,8/13/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,5425,5601,5692,5747,,,3
0.791666666666667,8/13/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,5816,5870,,,,,3
0.291666666666667,8/14/2019,199.999999991851,410.000000005821,0.576388888888889,"FB94,FB747,FB748,FB555",241,275,5896,5967,6025,6087,,,3
0.822916666666667,8/14/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,6302,6337,,,,,3
0.149305555555556,8/16/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,6802,6809,6885,6946,,,3
0.736111111111111,8/16/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,7152,7227,,,,,3
0.3125,8/17/2019,380.000000002328,654.999999997672,0.767361111111111,"FB50,FB247,FB252,FB681,FB682",251,242,7298,7381,7463,7528,7592,,3
0.795138888888889,8/17/2019,79.9999999988358,79.9999999988358,0.850694444444445,"FB569",242,263,7660,,,,,,3
0.315972222222222,8/18/2019,389.999999982538,685.000000001164,0.791666666666667,"FB562,FB585,FB590,FB405,FB408,FB557",263,275,7761,7833,7901,7956,8011,8070,3
0.822916666666667,8/18/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,8139,,,,,,3
0.267361111111111,8/19/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,8173,8261,8335,8401,8467,,3
0.416666666666667,8/21/2019,380.000000002328,670.000000004657,0.881944444444445,"FB454,FB253,FB258,FB557,FB558",256,242,9194,9273,9336,9411,9479,,3
0.954861111111111,8/21/2019,159.999999997672,159.999999997672,0.0659722222222222,"FB999",242,244,9514,,,,,,3
0.149305555555556,8/22/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,9517,9524,9600,9661,,,3
0.736111111111111,8/22/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,9860,9932,,,,,3
0.295138888888889,8/1/2019,460.000000001164,709.999999998836,0.788194444444445,"FB986,FB787,FB788,FB473,FB472",241,242,23,89,155,213,308,,4
0.819444444444445,8/1/2019,84.9999999941792,84.9999999941792,0.878472222222222,"FB599",242,253,413,,,,,,4
0.309027777777778,8/2/2019,349.999999988358,609.999999997672,0.732638888888889,"FB582,FB585,FB590,FB27,FB777",253,251,484,565,633,689,739,,4
0.763888888888889,8/2/2019,84.9999999941792,239.999999996508,0.930555555555555,"FB578,FB416",251,242,820,892,,,,,4
0.256944444444444,8/3/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,907,1081,1171,1224,,,4
0.791666666666667,8/3/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,1293,1344,,,,,4
0.291666666666667,8/4/2019,460.000000001164,715.000000004657,0.788194444444445,"FB94,FB787,FB788,FB473,FB472",241,242,1365,1437,1503,1562,1655,,4
0.819444444444445,8/4/2019,84.9999999941792,84.9999999941792,0.878472222222222,"FB599",242,253,1759,,,,,,4
0.309027777777778,8/6/2019,349.999999988358,609.999999997672,0.732638888888889,"FB582,FB585,FB590,FB27,FB777",253,251,2272,2353,2421,2477,2526,,4
0.763888888888889,8/6/2019,84.9999999941792,239.999999996508,0.930555555555555,"FB578,FB416",251,242,2607,2678,,,,,4
0.256944444444444,8/7/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,2692,2865,2955,3008,,,4
0.791666666666667,8/7/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,3078,3130,,,,,4
0.00347222222222222,8/8/2019,354.999999983702,720,0.503472222222222,"FB8559,FB1000,FB293,FB294,FB21",241,241,3140,3142,3149,3224,3296,,4
0.541666666666667,8/8/2019,169.999999998836,535.000000004657,0.913194444444445,"FB26,FB385,FB390",241,242,3357,3404,3579,,,,4
0.256944444444444,8/9/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,3601,3776,3869,3923,,,4
0.791666666666667,8/9/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,3994,4045,,,,,4
0.291666666666667,8/11/2019,199.999999991851,410.000000005821,0.576388888888889,"FB94,FB747,FB748,FB555",241,275,4526,4598,4656,4718,,,4
0.822916666666667,8/11/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,4935,,,,,,4
0.256944444444444,8/12/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,4968,5141,5233,5288,,,4
0.791666666666667,8/12/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,5357,5411,,,,,4
0.00347222222222222,8/13/2019,284.999999996508,660.000000003492,0.461805555555556,"FB8559,FB8558,FB531,FB534",241,242,5421,5424,5471,5540,,,4
0.496527777777778,8/13/2019,270,529.999999998836,0.864583333333333,"FB91,FB92,FB799",242,265,5605,5705,5817,,,,4
0.315972222222222,8/14/2019,344.999999993015,640.000000001164,0.760416666666667,"FB792,FB403,FB406,FB625,FB628",265,242,5925,6001,6061,6116,6192,,4
0.788194444444445,8/14/2019,94.9999999953434,94.9999999953434,0.854166666666667,"FB699",242,266,6267,,,,,,4
0.319444444444444,8/16/2019,270,505.000000001164,0.670138888888889,"FB692,FB793,FB796,FB385",266,249,6848,6931,7007,7062,,,4
0.850694444444445,8/16/2019,159.999999997672,309.999999994179,0.0659722222222222,"FB390,FB999",249,244,7241,7260,,,,,4
0.201388888888889,8/17/2019,325.000000001164,595.000000001164,0.614583333333333,"FB8558,FB531,FB534,FB91",244,245,7264,7311,7380,7445,,,4
0.645833333333333,8/17/2019,79.9999999988358,294.999999997672,0.850694444444445,"FB92,FB569",245,263,7546,7660,,,,,4
0.315972222222222,8/18/2019,389.999999982538,685.000000001164,0.791666666666667,"FB562,FB585,FB590,FB405,FB408,FB557",263,275,7761,7833,7901,7956,8011,8070,4
0.822916666666667,8/18/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,8139,,,,,,4
0.267361111111111,8/19/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,8173,8261,8335,8401,8467,,4
0.298611111111111,8/1/2019,389.999999993015,664.999999998836,0.760416666666667,"FB541,FB544,FB765,FB766,FB34",241,242,29,98,159,240,325,,5
0.788194444444445,8/1/2019,104.999999996508,104.999999996508,0.861111111111111,"FB649",242,260,387,,,,,,5
0.315972222222222,8/2/2019,360,590.000000005821,0.725694444444445,"FB522,FB735,FB1863,FB1862",260,252,491,574,636,736,,,5
0.802083333333333,8/2/2019,90,229.999999995343,0.961805555555555,"FB686,FB8569",252,241,849,898,,,,,5
0.291666666666667,8/3/2019,199.999999991851,410.000000005821,0.576388888888889,"FB94,FB747,FB748,FB555",241,275,919,990,1047,1110,,,5
0.822916666666667,8/3/2019,85.0000000046566,85.0000000046566,0.881944444444445,"FB558",275,242,1318,,,,,,5
0.256944444444444,8/4/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,1354,1527,1617,1670,,,5
0.791666666666667,8/4/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,1739,1790,,,,,5
0.00347222222222222,8/6/2019,354.999999983702,720,0.503472222222222,"FB8559,FB1000,FB293,FB294,FB21",241,241,2240,2242,2249,2324,2396,,5
0.541666666666667,8/6/2019,169.999999998836,535.000000004657,0.913194444444445,"FB26,FB385,FB390",241,242,2456,2502,2670,,,,5
0.267361111111111,8/7/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,2693,2780,2855,2920,2987,,5
0.416666666666667,8/8/2019,294.999999997672,540,0.791666666666667,"FB454,FB253,FB258,FB557",256,275,3268,3348,3412,3491,,,5
0.513888888888889,8/9/2019,280.000000011642,470.000000002328,0.840277777777778,"FB554,FB475,FB308",275,257,3800,3852,3957,,,,5
0.319444444444444,8/11/2019,389.999999982538,679.999999995343,0.791666666666667,"FB492,FB585,FB590,FB405,FB408,FB557",257,275,4558,4625,4693,4748,4804,4864,5
0.513888888888889,8/12/2019,280.000000011642,470.000000002328,0.840277777777778,"FB554,FB475,FB308",275,257,5165,5216,5321,,,,5
0.319444444444444,8/13/2019,389.999999982538,679.999999995343,0.791666666666667,"FB492,FB585,FB590,FB405,FB408,FB557",257,275,5469,5536,5604,5659,5715,5774,5
0.822916666666667,8/13/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,5844,5878,,,,,5
0.201388888888889,8/14/2019,325.000000001164,595.000000001164,0.614583333333333,"FB8558,FB531,FB534,FB91",244,245,5883,5929,5997,6063,,,5
0.645833333333333,8/14/2019,105.000000006985,325.000000001164,0.871527777777778,"FB92,FB649",245,260,6163,6278,,,,,5
0.315972222222222,8/16/2019,419.999999996508,650.000000002328,0.767361111111111,"FB522,FB20,FB91,FB92",260,242,6839,6928,6983,7084,,,5
0.798611111111111,8/16/2019,95.0000000058208,95.0000000058208,0.864583333333333,"FB799",242,265,7197,,,,,,5
0.315972222222222,8/17/2019,270,510.000000006985,0.670138888888889,"FB792,FB59,FB62,FB385",265,249,7307,7387,7467,7524,,,5
0.850694444444445,8/17/2019,159.999999997672,309.999999994179,0.0659722222222222,"FB390,FB999",249,244,7703,7721,,,,,5
0.149305555555556,8/18/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,7722,7727,7804,7865,,,5
0.319444444444444,8/19/2019,395.000000009313,685.000000001164,0.795138888888889,"FB692,FB793,FB796,FB645,FB648",266,242,8215,8297,8373,8427,8502,,5
0.829861111111111,8/19/2019,55.0000000011642,55.0000000011642,0.868055555555555,"FB321",242,255,8584,,,,,,5
0.298611111111111,8/21/2019,414.999999990687,709.999999998836,0.791666666666667,"FB312,FB747,FB748,FB253,FB258,FB557",255,275,9091,9154,9211,9273,9336,9411,5
0.822916666666667,8/21/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,9479,9514,,,,,5
0.149305555555556,8/22/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,9517,9524,9600,9661,,,5
0.736111111111111,8/22/2019,94.9999999953434,235.000000001164,0.899305555555555,"FB700,FB79",266,251,9860,9932,,,,,5
0.3125,8/23/2019,380.000000002328,654.999999997672,0.767361111111111,"FB50,FB247,FB252,FB681,FB682",251,242,10001,10082,10165,10226,10289,,5
0.3125,8/1/2019,415.000000001164,695.000000002328,0.795138888888889,"FB14,FB57,FB1142,FB1141,FB74",241,242,37,108,181,259,342,,6
0.829861111111111,8/1/2019,55.0000000011642,55.0000000011642,0.868055555555555,"FB321",242,255,419,,,,,,6
0.298611111111111,8/2/2019,199.999999991851,400.000000004657,0.576388888888889,"FB312,FB747,FB748,FB555",255,275,477,539,596,659,,,6
0.822916666666667,8/2/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,867,902,,,,,6
0.201388888888889,8/3/2019,325.000000001164,595.000000001164,0.614583333333333,"FB8558,FB531,FB534,FB91",244,245,906,952,1020,1085,,,6
0.645833333333333,8/3/2019,100.000000001164,319.999999995343,0.868055555555555,"FB92,FB629",245,248,1184,1297,,,,,6
0.333333333333333,8/4/2019,325.000000001164,574.999999998836,0.732638888888889,"FB620,FB249,FB254,FB261",248,246,1412,1488,1577,1635,,,6
0.767361111111111,8/4/2019,105.000000006985,105.000000006985,0.840277777777778,"FB266",246,242,1719,,,,,,6
0.267361111111111,8/6/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,2245,2334,2408,2473,2538,,6
0.416666666666667,8/7/2019,380.000000002328,670.000000004657,0.881944444444445,"FB454,FB253,FB258,FB557,FB558",256,242,2815,2894,2958,3034,3104,,6
0.954861111111111,8/7/2019,159.999999997672,159.999999997672,0.0659722222222222,"FB999",242,244,3139,,,,,,6
0.201388888888889,8/8/2019,325.000000001164,595.000000001164,0.614583333333333,"FB8558,FB531,FB534,FB91",244,245,3143,3189,3257,3322,,,6
0.645833333333333,8/8/2019,100.000000001164,319.999999995343,0.868055555555555,"FB92,FB629",245,248,3422,3539,,,,,6
0.333333333333333,8/9/2019,359.999999989523,604.999999991851,0.753472222222222,"FB620,FB249,FB254,FB477",248,244,3660,3736,3824,3886,,,6
0.788194444444445,8/9/2019,149.999999996508,149.999999996508,0.892361111111111,"FB476",244,242,3988,,,,,,6
0.267361111111111,8/11/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,4516,4605,4679,4745,4816,,6
0.965277777777778,8/11/2019,109.999999991851,109.999999991851,0.0416666666666667,"FB1100",256,242,4967,,,,,,6
0.267361111111111,8/12/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,4969,5057,5131,5197,5267,,6
0.965277777777778,8/12/2019,109.999999991851,109.999999991851,0.0416666666666667,"FB1100",256,242,5420,,,,,,6
0.267361111111111,8/13/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,5426,5516,5590,5656,5726,,6
0.965277777777778,8/13/2019,109.999999991851,109.999999991851,0.0416666666666667,"FB1100",256,242,5879,,,,,,6
0.256944444444444,8/14/2019,294.999999997672,720,0.756944444444445,"FB89,FB1748,FB30,FB35",242,241,5884,6058,6150,6205,,,6
0.791666666666667,8/14/2019,79.9999999988358,200.000000002328,0.930555555555555,"FB38,FB99",241,241,6274,6328,,,,,6
0.00347222222222222,8/16/2019,354.999999983702,720,0.503472222222222,"FB8559,FB1000,FB293,FB294,FB21",241,241,6800,6802,6809,6885,6956,,6
0.541666666666667,8/16/2019,214.999999998836,445.000000004657,0.850694444444445,"FB26,FB749,FB750,FB617",241,261,7018,7064,7121,7188,,,6
0.336805555555556,8/17/2019,359.999999989523,599.999999996508,0.753472222222222,"FB602,FB249,FB254,FB477",261,244,7326,7400,7489,7551,,,6
0.788194444444445,8/17/2019,159.999999997672,399.999999994179,0.0659722222222222,"FB476,FB999",244,244,7654,7721,,,,,6
0.149305555555556,8/18/2019,244.999999991851,525.000000003492,0.513888888888889,"FB1000,FB293,FB294,FB693",244,266,7722,7727,7804,7865,,,6
0.319444444444444,8/19/2019,395.000000009313,685.000000001164,0.795138888888889,"FB692,FB793,FB796,FB645,FB648",266,242,8215,8297,8373,8427,8502,,6
0.829861111111111,8/19/2019,55.0000000011642,55.0000000011642,0.868055555555555,"FB321",242,255,8584,,,,,,6
0.298611111111111,8/21/2019,414.999999990687,709.999999998836,0.791666666666667,"FB312,FB747,FB748,FB253,FB258,FB557",255,275,9091,9154,9211,9273,9336,9411,6
0.822916666666667,8/21/2019,159.999999997672,349.999999998836,0.0659722222222222,"FB558,FB999",275,244,9479,9514,,,,,6
0.326388888888889,8/1/2019,225,519.999999997672,0.6875,"FB2176,FB19,FB775,FB4875",241,273,53,124,184,292,,,7
0.479166666666667,8/2/2019,299.999999993015,570.000000003492,0.875,"FB1146,FB2178,FB263,FB268",273,242,623,698,759,844,,,7
0.267361111111111,8/3/2019,414.999999990687,690.000000006985,0.746527777777778,"FB239,FB244,FB741,FB742,FB455",242,256,908,997,1071,1137,1202,,7
0.416666666666667,8/4/2019,294.999999997672,540,0.791666666666667,"FB454,FB253,FB258,FB557",256,275,1477,1557,1620,1696,,,7
0.513888888888889,8/6/2019,280.000000011642,470.000000002328,0.840277777777778,"FB554,FB475,FB308",275,257,2442,2494,2593,,,,7
0.319444444444444,8/7/2019,349.999999988358,595.000000001164,0.732638888888889,"FB492,FB585,FB590,FB27,FB777",257,251,2734,2800,2868,2924,2974,,7
