Time_start,Day_start,Time_flight,Time_duty,Time_end,Flight_num
13:00,8/28/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/29/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/30/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
07:10,8/1/2019,385,650.000000002328,18:00,"FB541,FB544,FB765,FB766,FB549"
08:00,8/2/2019,430,625.000000004657,20:10,"FB620,FB249,FB254,FB261,FB266"
07:25,8/3/2019,365,520.000000008149,17:55,"FB241,FB1205,FB996,FB455"
10:00,8/4/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/5/2019,400,640.000000001164,20:15,"FB561,FB564,FB589,FB592,FB35,FB38"
07:25,8/6/2019,365,520.000000008149,17:55,"FB241,FB1205,FB996,FB455"
10:00,8/7/2019,380,564.999999997672,21:10,"FB454,FB253,FB258,FB557,FB558"
08:10,8/8/2019,400,640.000000001164,20:15,"FB561,FB564,FB589,FB592,FB35,FB38"
07:25,8/9/2019,305,450,16:45,"FB241,FB1205,FB996,FB1895"
09:00,8/10/2019,290,699.999999997672,21:35,"FB1892,FB693,FB700,FB79"
09:30,8/11/2019,440,580.000000004657,20:45,"FB54,FB91,FB92,FB799"
10:30,8/12/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/13/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
08:40,8/14/2019,260,365.000000005821,17:00,"FB301,FB2158,FB697"
07:40,8/15/2019,270,405,16:05,"FB692,FB793,FB796,FB385"
07:20,8/16/2019,515,715.000000004657,20:35,"FB382,FB995,FB1208,FB1209,FB474"
07:45,8/17/2019,505,685.000000001164,20:25,"FB531,FB534,FB91,FB92,FB569"
07:35,8/18/2019,445,714.999999994179,20:50,"FB562,FB533,FB1621,FB1622,FB538,FB321"
09:35,8/19/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/20/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/21/2019,400,640.000000001164,20:15,"FB561,FB564,FB589,FB592,FB35,FB38"
07:25,8/22/2019,365,520.000000008149,17:55,"FB241,FB1205,FB996,FB455"
10:00,8/23/2019,415,599.999999996508,21:45,"FB454,FB253,FB258,FB613,FB618"
08:50,8/24/2019,470,659.999999993015,21:05,"FB281,FB282,FB473,FB472,FB599"
09:30,8/25/2019,440,585,20:45,"FB584,FB91,FB92,FB699"
13:00,8/26/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/27/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/28/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/29/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/30/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
07:30,8/1/2019,415,695.000000002328,19:05,"FB14,FB57,FB1142,FB1141,FB74"
06:25,8/2/2019,415,580.000000004657,17:55,"FB239,FB244,FB741,FB742,FB455"
10:00,8/3/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/4/2019,400,640.000000001164,20:15,"FB561,FB564,FB589,FB592,FB35,FB38"
07:25,8/5/2019,365,520.000000008149,17:55,"FB241,FB1205,FB996,FB455"
10:00,8/6/2019,380,564.999999997672,21:10,"FB454,FB253,FB258,FB557,FB558"
08:10,8/7/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
08:30,8/8/2019,420,624.999999994179,20:40,"FB243,FB250,FB625,FB628,FB649"
08:25,8/9/2019,325,470.000000002328,17:55,"FB642,FB663,FB666,FB455"
10:00,8/10/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:15,8/11/2019,425,625.000000004657,20:25,"FB661,FB664,FB255,FB260,FB617"
07:35,8/12/2019,445,720,20:40,"FB502,FB735,FB1863,FB1862,FB686"
07:45,8/13/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB799"
10:30,8/14/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/15/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
08:40,8/16/2019,260,365.000000005821,17:00,"FB301,FB2158,FB697"
07:40,8/17/2019,270,405,16:05,"FB692,FB793,FB796,FB385"
07:20,8/18/2019,515,715.000000004657,20:35,"FB382,FB995,FB1208,FB1209,FB474"
07:45,8/19/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/20/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/21/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/22/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/23/2019,415,599.999999996508,21:45,"FB454,FB253,FB258,FB613,FB618"
08:50,8/24/2019,470,659.999999993015,21:05,"FB281,FB282,FB473,FB472,FB599"
09:30,8/25/2019,440,585,20:45,"FB584,FB91,FB92,FB699"
13:00,8/26/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/27/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/28/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/29/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/30/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
07:50,8/1/2019,225,519.999999997672,16:30,"FB2176,FB19,FB775,FB4875"
11:30,8/2/2019,300,450,21:00,"FB1146,FB2178,FB263,FB268"
08:00,8/3/2019,445,695.000000002328,20:40,"FB15,FB735,FB1863,FB1862,FB686"
07:45,8/4/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/5/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/6/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/7/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/8/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:15,8/9/2019,425,625.000000004657,20:25,"FB661,FB664,FB255,FB260,FB617"
07:35,8/10/2019,445,720,20:40,"FB502,FB735,FB1863,FB1862,FB686"
07:45,8/11/2019,400,589.999999995343,18:50,"FB531,FB534,FB623,FB626,FB265"
07:00,8/12/2019,515,715.000000004657,20:35,"FB240,FB995,FB1208,FB1209,FB474"
07:45,8/13/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB799"
10:30,8/14/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/15/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
08:40,8/16/2019,260,365.000000005821,17:00,"FB301,FB2158,FB697"
07:40,8/17/2019,270,405,16:05,"FB692,FB793,FB796,FB385"
07:20,8/18/2019,515,715.000000004657,20:35,"FB382,FB995,FB1208,FB1209,FB474"
07:45,8/19/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/20/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/21/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/22/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/23/2019,415,599.999999996508,21:45,"FB454,FB253,FB258,FB613,FB618"
08:50,8/24/2019,470,659.999999993015,21:05,"FB281,FB282,FB473,FB472,FB599"
09:30,8/25/2019,440,585,20:45,"FB584,FB91,FB92,FB699"
13:00,8/26/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/27/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/28/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/29/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/30/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
08:00,8/1/2019,310,550.000000001164,17:10,"FB421,FB1205,FB1208,FB1209"
04:50,8/2/2019,500,685.000000001164,18:25,"FB8558,FB531,FB534,FB91,FB92"
06:10,8/3/2019,335,589.999999995343,18:50,"FB89,FB1748,FB30,FB265"
07:00,8/4/2019,495,690.000000006985,20:10,"FB240,FB995,FB1208,FB1209,FB308"
07:40,8/5/2019,460,675,20:10,"FB492,FB585,FB590,FB27,FB777,FB578"
07:30,8/6/2019,415,619.999999998836,19:05,"FB14,FB57,FB1142,FB1141,FB74"
06:10,8/7/2019,370,675,20:15,"FB89,FB1748,FB30,FB35,FB38"
07:25,8/8/2019,440,655.000000008149,20:10,"FB241,FB1205,FB1208,FB1209,FB308"
07:40,8/9/2019,390,604.999999991851,19:00,"FB492,FB585,FB590,FB405,FB408,FB557"
12:20,8/10/2019,390,560.000000002328,23:05,"FB554,FB475,FB474,FB8569"
10:25,8/11/2019,375,669.999999994179,22:20,"FB1605,FB566,FB261,FB266,FB99"
09:55,8/12/2019,370,569.999999993015,20:40,"FB735,FB1863,FB1862,FB686"
07:45,8/13/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB799"
10:30,8/14/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/15/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
08:40,8/16/2019,260,365.000000005821,17:00,"FB301,FB2158,FB697"
07:40,8/17/2019,270,405,16:05,"FB692,FB793,FB796,FB385"
07:20,8/18/2019,515,715.000000004657,20:35,"FB382,FB995,FB1208,FB1209,FB474"
07:45,8/19/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/20/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/21/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/22/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/23/2019,415,599.999999996508,21:45,"FB454,FB253,FB258,FB613,FB618"
08:50,8/24/2019,470,659.999999993015,21:05,"FB281,FB282,FB473,FB472,FB599"
09:30,8/25/2019,440,585,20:45,"FB584,FB91,FB92,FB699"
13:00,8/26/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/27/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/28/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/29/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/30/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
08:00,8/1/2019,375,654.999999997672,18:55,"FB1731,FB1734,FB767,FB770"
07:00,8/2/2019,200,339.999999997672,13:50,"FB94,FB747,FB748,FB555"
12:20,8/3/2019,390,560.000000002328,23:05,"FB554,FB475,FB474,FB8569"
10:25,8/4/2019,375,669.999999994179,22:20,"FB1605,FB566,FB261,FB266,FB99"
09:55,8/5/2019,370,569.999999993015,20:40,"FB735,FB1863,FB1862,FB686"
07:45,8/6/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/7/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/8/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/9/2019,420,595.000000001164,20:40,"FB316,FB741,FB742,FB667,FB670"
07:50,8/10/2019,0,0,08:55,"FB401"
12:40,8/11/2019,50,90,16:45,"FB996,FB1895"
09:00,8/12/2019,290,699.999999997672,21:35,"FB1892,FB693,FB700,FB79"
09:30,8/13/2019,440,580.000000004657,20:45,"FB54,FB91,FB92,FB799"
10:30,8/14/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/15/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
08:40,8/16/2019,260,365.000000005821,17:00,"FB301,FB2158,FB697"
07:40,8/17/2019,270,405,16:05,"FB692,FB793,FB796,FB385"
07:20,8/18/2019,515,715.000000004657,20:35,"FB382,FB995,FB1208,FB1209,FB474"
07:45,8/19/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/20/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/21/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/22/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/23/2019,415,599.999999996508,21:45,"FB454,FB253,FB258,FB613,FB618"
08:50,8/24/2019,470,659.999999993015,21:05,"FB281,FB282,FB473,FB472,FB599"
09:30,8/25/2019,440,585,20:45,"FB584,FB91,FB92,FB699"
13:00,8/26/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/27/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/28/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/29/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/30/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
08:00,8/1/2019,395,664.999999998836,19:05,"FB16,FB59,FB62,FB645,FB648"
06:25,8/2/2019,420,625.000000004657,18:00,"FB411,FB763,FB1206,FB256,FB2177"
07:00,8/3/2019,415,649.999999991851,19:00,"FB94,FB747,FB748,FB253,FB258,FB557"
12:20,8/4/2019,300,410.000000005821,20:35,"FB554,FB475,FB474"
07:45,8/5/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/6/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
07:40,8/7/2019,450,689.999999996508,20:50,"FB692,FB793,FB796,FB645,FB648,FB321"
09:35,8/8/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/9/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:15,8/10/2019,425,625.000000004657,20:25,"FB661,FB664,FB255,FB260,FB617"
07:35,8/11/2019,445,720,20:40,"FB502,FB735,FB1863,FB1862,FB686"
07:45,8/12/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB799"
10:30,8/13/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/14/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
08:40,8/15/2019,260,365.000000005821,17:00,"FB301,FB2158,FB697"
07:40,8/16/2019,270,405,16:05,"FB692,FB793,FB796,FB385"
07:20,8/17/2019,515,715.000000004657,20:35,"FB382,FB995,FB1208,FB1209,FB474"
07:45,8/18/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB799"
12:30,8/19/2019,260,405,20:50,"FB796,FB645,FB648,FB321"
09:35,8/20/2019,310,430.000000008149,17:55,"FB316,FB741,FB742,FB455"
10:00,8/21/2019,380,564.999999997672,21:10,"FB454,FB253,FB258,FB557,FB558"
08:10,8/22/2019,400.000000000001,640.000000001164,20:15,"FB561,FB564,FB589,FB592,FB35,FB38"
07:25,8/23/2019,365,520.000000008149,17:55,"FB241,FB1205,FB996,FB455"
10:00,8/24/2019,165,564.999999997672,21:10,"FB454,FB555,FB558"
08:10,8/25/2019,470,709.999999998836,21:25,"FB561,FB564,FB589,FB592,FB265,FB270"
08:30,8/26/2019,420,624.999999994179,20:40,"FB243,FB250,FB625,FB628,FB649"
08:25,8/27/2019,435,654.999999997672,21:00,"FB642,FB663,FB666,FB263,FB268"
08:00,8/28/2019,445,695.000000002328,20:40,"FB15,FB735,FB1863,FB1862,FB686"
07:45,8/29/2019,520,705.000000003492,20:45,"FB531,FB534,FB91,FB92,FB699"
13:00,8/30/2019,95.0000000000001,140.000000005821,17:00,"FB696,FB697"
08:10,8/1/2019,355,614.999999993015,18:25,"FB96,FB793,FB796,FB681,FB682"
06:25,8/2/2019,470,695.000000002328,19:05,"FB985,FB96,FB793,FB796,FB645,FB648"
06:25,8/3/2019,385,550.000000001164,17:25,"FB239,FB244,FB741,FB742,FB567"
07:35,8/4/2019,445,714.999999994179,20:50,"FB562,FB533,FB1621,FB1622,FB538,FB321"
09:35,8/5/2019,280,400.000000004657,17:25,"FB316,FB741,FB742,FB567"
07:35,8/6/2019,390,604.999999991851,19:00,"FB562,FB533,FB1621,FB1622,FB538"
06:25,8/7/2019,485,715.000000004657,20:10,"FB239,FB244,FB563,FB566,FB261,FB266"
07:25,8/8/2019,460,690.000000006985,20:10,"FB651,FB654,FB563,FB566,FB261,FB266"
07:25,8/9/2019,500,720,20:40,"FB651,FB654,FB741,FB742,FB667,FB670"
07:50,8/10/2019,0,0,08:55,"FB401"
12:40,8/11/2019,50,90,16:45,"FB996,FB1895"
09:00,8/12/2019,290,699.999999997672,21:35,"FB1892,FB693,FB700,FB79"
09:30,8/13/2019,440,580.000000004657,20:45,"FB54,FB91,FB92,FB799"
10:30,8/14/2019,395,540,21:05,"FB794,FB473,FB472,FB599"
09:25,8/15/2019,395,525.000000003492,19:40,"FB584,FB471,FB470,FB495"
